CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
9686,47340,22520,NA,NA,NA,NA
9692,69066,70429,NA,NA,NA,NA
9702,36445,NA,NA,NA,NA,NA
9704,85245,24008,NA,NA,NA,NA
9705,11031,NA,NA,NA,NA,NA
9707,41486,50953,NA,NA,NA,NA
9709,66499,NA,NA,NA,NA,NA
9711,10964,66423,NA,NA,NA,NA
9713,94636,NA,NA,NA,NA,NA
9722,71532,NA,NA,NA,NA,NA
9730,97709,12799,79066,NA,NA,NA
9731,60241,NA,NA,NA,NA,NA
9733,25586,NA,NA,NA,NA,NA
9736,70176,50050,55256,NA,NA,NA
9740,43629,52981,NA,NA,NA,NA
9748,50836,45029,NA,NA,NA,NA
9750,71745,14190,90210,NA,NA,NA
9753,68055,NA,NA,NA,NA,NA
9754,23258,85831,90144,71665,NA,NA
9755,74985,29643,NA,NA,NA,NA
9756,90310,31549,NA,NA,NA,NA
9757,12466,94745,NA,NA,NA,NA
9758,87799,58183,77511,NA,NA,NA
9763,39155,38720,NA,NA,NA,NA
9765,42435,21358,NA,NA,NA,NA
9766,26577,NA,NA,NA,NA,NA
9768,24443,42515,12531,NA,NA,NA
9772,78309,17578,87216,11051,46434,NA
9774,74993,66691,NA,NA,NA,NA
9778,49686,45072,30082,NA,NA,NA
9784,94783,96558,13073,NA,NA,NA
9789,15784,68476,61619,NA,NA,NA
9790,18117,28702,27233,NA,NA,NA
9795,26679,58764,20599,NA,NA,NA
9796,79861,23615,49522,23812,NA,NA
9797,52424,46062,NA,NA,NA,NA
9798,69846,39725,96714,20753,NA,NA
9807,77208,83224,NA,NA,NA,NA
9809,56841,35719,NA,NA,NA,NA
9811,24683,77522,NA,NA,NA,NA
9817,63334,88051,84828,NA,NA,NA
9820,80155,NA,NA,NA,NA,NA
9826,88913,NA,NA,NA,NA,NA
9828,25077,22607,56112,49563,72230,NA
9830,85848,15927,81864,NA,NA,NA
9831,29847,55426,NA,NA,NA,NA
9832,61211,50707,NA,NA,NA,NA
9834,12261,91565,57297,NA,NA,NA
9837,96918,31936,80395,71921,NA,NA
9838,69842,19144,68579,71768,NA,NA
9839,35136,38531,51970,NA,NA,NA
9840,78481,33366,44113,NA,NA,NA
9844,39333,23997,78381,55745,45736,NA
9845,38842,53356,50353,NA,NA,NA
9851,66484,47114,NA,NA,NA,NA
9852,95667,NA,NA,NA,NA,NA
9855,54877,15712,NA,NA,NA,NA
9858,15737,32567,73911,NA,NA,NA
9861,33141,69677,NA,NA,NA,NA
9862,18497,27909,26327,NA,NA,NA
9864,62966,44357,NA,NA,NA,NA
9865,83176,95719,39496,21800,18481,80006
9870,62106,35473,93920,NA,NA,NA
9871,97714,41292,NA,NA,NA,NA
9874,99595,59219,88863,NA,NA,NA
9877,54187,67529,NA,NA,NA,NA
9881,95868,53462,13225,NA,NA,NA
9882,21673,76338,74278,NA,NA,NA
9885,78744,73585,NA,NA,NA,NA
9887,88075,25038,NA,NA,NA,NA
9891,98904,61603,NA,NA,NA,NA
9892,57980,66494,NA,NA,NA,NA
9895,89753,46320,86455,NA,NA,NA
9897,30166,32565,NA,NA,NA,NA
9898,64814,NA,NA,NA,NA,NA
9899,23374,41046,NA,NA,NA,NA
9903,23126,NA,NA,NA,NA,NA
9906,10358,88965,NA,NA,NA,NA
9910,13631,NA,NA,NA,NA,NA
9913,68649,85233,54781,NA,NA,NA
9916,35439,88604,85849,67105,NA,NA
9920,49575,69460,NA,NA,NA,NA
9922,76046,64396,NA,NA,NA,NA
9925,73613,23290,NA,NA,NA,NA
9927,77557,31947,NA,NA,NA,NA
9930,29916,34902,24332,NA,NA,NA
9932,48377,40852,NA,NA,NA,NA
9935,32965,63438,11676,15881,NA,NA
9938,81585,31093,93513,32274,NA,NA
9939,86412,30966,NA,NA,NA,NA
9940,70698,83408,NA,NA,NA,NA
9941,24478,83698,NA,NA,NA,NA
9944,59972,14913,NA,NA,NA,NA
9945,84446,88511,28963,30385,NA,NA
9946,99344,47720,NA,NA,NA,NA
9948,68122,NA,NA,NA,NA,NA
9951,78912,76947,52668,27619,NA,NA
9953,56467,11485,92689,12535,NA,NA
9955,95366,26354,NA,NA,NA,NA
9960,65990,84004,NA,NA,NA,NA
9965,60676,24274,NA,NA,NA,NA
9966,27128,27687,21771,51173,NA,NA
9967,98135,34929,59454,NA,NA,NA
9970,14994,89277,16825,66562,94656,42622
9972,26293,63648,72145,NA,NA,NA
9973,68095,NA,NA,NA,NA,NA
9974,19083,93402,11191,62015,NA,NA
9978,42356,NA,NA,NA,NA,NA
9980,78047,22660,86820,33051,44693,16647
9981,53529,79233,36477,61014,NA,NA
9982,14636,42027,94161,NA,NA,NA
9986,52977,69654,24674,99516,84869,NA
9991,67854,92938,NA,NA,NA,NA
9992,29476,69029,35271,39280,60063,NA
9995,14320,46430,NA,NA,NA,NA
9997,57915,74926,75595,17122,NA,NA
10000,79040,34519,51514,32301,NA,NA
10002,68165,76128,60736,NA,NA,NA
10008,81902,94852,41711,NA,NA,NA
10011,21866,38055,NA,NA,NA,NA
10012,82398,82600,63165,NA,NA,NA
10015,25117,89273,NA,NA,NA,NA
10016,24380,50193,11516,NA,NA,NA
10024,93580,77984,66227,NA,NA,NA
10026,38883,38899,13216,16569,99482,33070
10029,57265,15362,NA,NA,NA,NA
10032,55385,47129,32730,45179,84021,36871
10034,73609,50503,28815,NA,NA,NA
10036,76854,21778,33841,33411,26760,NA
10037,19177,NA,NA,NA,NA,NA
10038,11616,12112,NA,NA,NA,NA
10042,85410,33461,66028,49167,NA,NA
10044,58450,NA,NA,NA,NA,NA
10047,36263,NA,NA,NA,NA,NA
10048,10087,88452,30910,NA,NA,NA
10049,32370,56739,79675,25345,NA,NA
10052,85477,99498,54359,NA,NA,NA
10054,22568,25463,NA,NA,NA,NA
10056,15454,86555,NA,NA,NA,NA
10059,50569,48568,25711,NA,NA,NA
10060,78280,70141,NA,NA,NA,NA
10062,59258,73643,46693,NA,NA,NA
10063,29573,89166,NA,NA,NA,NA
10066,79843,57341,68529,95037,NA,NA
10072,12487,35363,89588,NA,NA,NA
10073,19995,33855,62792,11708,NA,NA
10077,94009,13207,44274,49155,NA,NA
10079,74470,NA,NA,NA,NA,NA
10081,93663,34970,24161,33622,56076,NA
10086,47571,91895,NA,NA,NA,NA
10088,90891,NA,NA,NA,NA,NA
10092,69552,87214,NA,NA,NA,NA
10093,40215,43361,NA,NA,NA,NA
10095,54449,25466,23887,NA,NA,NA
10097,24103,75424,15226,NA,NA,NA
10101,26119,51561,48078,58091,NA,NA
10104,14221,82064,38090,98422,NA,NA
10106,58618,56194,NA,NA,NA,NA
10112,14619,80665,36672,89269,NA,NA
10113,71885,49484,NA,NA,NA,NA
10116,34728,NA,NA,NA,NA,NA
10117,85688,23697,NA,NA,NA,NA
10119,16823,44261,NA,NA,NA,NA
10125,45875,46682,NA,NA,NA,NA
10127,26910,NA,NA,NA,NA,NA
10129,87687,NA,NA,NA,NA,NA
10130,31270,33947,NA,NA,NA,NA
10132,66939,33187,NA,NA,NA,NA
10135,54977,49048,13403,NA,NA,NA
10136,51996,14854,NA,NA,NA,NA
10138,59658,NA,NA,NA,NA,NA
10140,73700,64451,NA,NA,NA,NA
10144,96150,83269,NA,NA,NA,NA
10145,75754,NA,NA,NA,NA,NA
10148,13151,11920,NA,NA,NA,NA
10149,52340,10593,NA,NA,NA,NA
10150,95459,59999,15522,NA,NA,NA
10151,71325,NA,NA,NA,NA,NA
10153,51791,NA,NA,NA,NA,NA
10156,98750,18658,NA,NA,NA,NA
10162,76281,29585,NA,NA,NA,NA
10164,72141,71023,NA,NA,NA,NA
10166,52626,89925,10385,NA,NA,NA
10168,81142,50166,NA,NA,NA,NA
10175,22153,35639,39305,43842,NA,NA
10181,32642,28789,56925,42524,NA,NA
10182,28845,NA,NA,NA,NA,NA
10183,81907,11035,51027,53970,NA,NA
10184,49959,60119,14727,82499,NA,NA
10185,15105,97552,30420,NA,NA,NA
10188,69378,30135,NA,NA,NA,NA
10191,90873,78537,66100,51809,73939,NA
10193,25481,67886,82310,NA,NA,NA
10203,95733,28004,NA,NA,NA,NA
10210,77936,67363,84597,NA,NA,NA
10211,39851,57797,36415,13570,NA,NA
10212,31567,80734,NA,NA,NA,NA
10213,43371,97140,68733,96975,NA,NA
10214,68816,77789,NA,NA,NA,NA
10215,61859,81346,NA,NA,NA,NA
10216,35084,NA,NA,NA,NA,NA
10219,26746,NA,NA,NA,NA,NA
10220,66875,95408,15243,19819,NA,NA
10221,72435,57541,NA,NA,NA,NA
10226,87927,10330,NA,NA,NA,NA
10227,82402,10774,61365,NA,NA,NA
10229,68031,37127,NA,NA,NA,NA
10231,28524,32032,NA,NA,NA,NA
10234,65190,65484,87939,NA,NA,NA
10236,65314,73452,78772,NA,NA,NA
10237,97787,11145,NA,NA,NA,NA
10238,58037,25891,NA,NA,NA,NA
10241,27461,82245,19181,98050,NA,NA
10243,34984,94914,88590,NA,NA,NA
10245,92943,55586,67122,NA,NA,NA
10246,85047,NA,NA,NA,NA,NA
10252,11961,NA,NA,NA,NA,NA
10254,91236,NA,NA,NA,NA,NA
10255,93552,89676,95771,NA,NA,NA
10257,25455,63411,NA,NA,NA,NA
10259,20569,20228,NA,NA,NA,NA
10260,51111,95238,NA,NA,NA,NA
10261,17643,57951,NA,NA,NA,NA
10262,20039,46312,NA,NA,NA,NA
10267,50150,NA,NA,NA,NA,NA
10268,53130,66650,NA,NA,NA,NA
10269,60726,NA,NA,NA,NA,NA
10271,12409,NA,NA,NA,NA,NA
10272,48119,16314,67110,NA,NA,NA
10273,93312,80569,NA,NA,NA,NA
10281,38175,67859,94768,NA,NA,NA
10283,11598,67826,NA,NA,NA,NA
10286,39703,64772,55708,NA,NA,NA
10291,19855,57794,32426,NA,NA,NA
10292,19310,82738,34986,NA,NA,NA
10295,46097,NA,NA,NA,NA,NA
10297,18501,83389,NA,NA,NA,NA
10299,99327,19522,NA,NA,NA,NA
10302,59480,NA,NA,NA,NA,NA
10303,91713,85944,NA,NA,NA,NA
10308,38128,17535,28966,NA,NA,NA
10309,81406,47722,68811,NA,NA,NA
10310,70421,27089,16199,NA,NA,NA
10312,16350,65790,74042,NA,NA,NA
10313,87075,13496,NA,NA,NA,NA
10314,88993,34273,85998,76922,NA,NA
10317,12510,NA,NA,NA,NA,NA
10321,13650,49661,NA,NA,NA,NA
10329,45261,31328,14930,NA,NA,NA
10331,80996,84314,77740,38635,NA,NA
10332,47339,20359,17415,42497,32209,NA
10334,39759,82711,67612,NA,NA,NA
10336,85406,73894,NA,NA,NA,NA
10340,28284,97635,NA,NA,NA,NA
10344,89110,69057,NA,NA,NA,NA
10345,20502,96224,NA,NA,NA,NA
10350,23591,NA,NA,NA,NA,NA
10354,26731,NA,NA,NA,NA,NA
10358,90888,NA,NA,NA,NA,NA
10359,91709,40767,27244,NA,NA,NA
10360,58894,15338,33088,NA,NA,NA
10361,77869,29395,12988,NA,NA,NA
10362,30147,NA,NA,NA,NA,NA
10366,57244,12091,NA,NA,NA,NA
10371,24210,33504,42000,11480,NA,NA
10372,95710,NA,NA,NA,NA,NA
10373,96954,11448,78691,14264,NA,NA
10374,31044,NA,NA,NA,NA,NA
10375,52999,63697,NA,NA,NA,NA
10377,15982,78108,70657,49308,45515,NA
10378,36002,64201,21624,NA,NA,NA
10379,86003,53800,NA,NA,NA,NA
10383,82297,99882,NA,NA,NA,NA
10390,96261,38694,NA,NA,NA,NA
10394,47487,NA,NA,NA,NA,NA
10395,17440,17278,NA,NA,NA,NA
10396,51584,55082,NA,NA,NA,NA
10399,70229,38260,NA,NA,NA,NA
10400,30283,NA,NA,NA,NA,NA
10401,98176,36154,80638,NA,NA,NA
10406,69451,13872,46763,NA,NA,NA
10409,19501,33098,NA,NA,NA,NA
10411,33954,NA,NA,NA,NA,NA
10415,66963,87051,17557,24910,90062,97369
10418,84590,26053,61209,NA,NA,NA
10419,32412,NA,NA,NA,NA,NA
10420,26280,50712,62197,NA,NA,NA
10421,58812,41718,NA,NA,NA,NA
10422,78699,54511,NA,NA,NA,NA
10427,45099,47137,NA,NA,NA,NA
10428,89133,27893,56430,NA,NA,NA
10429,94146,77072,21931,NA,NA,NA
10433,46964,56178,NA,NA,NA,NA
10436,99964,19645,NA,NA,NA,NA
10443,33570,33013,NA,NA,NA,NA
10444,75855,72315,NA,NA,NA,NA
10445,36255,28698,NA,NA,NA,NA
10446,76177,15998,13941,NA,NA,NA
10448,52013,99376,NA,NA,NA,NA
10450,64769,44372,NA,NA,NA,NA
10451,29202,52833,22912,NA,NA,NA
10452,53587,78564,NA,NA,NA,NA
10458,23724,88243,NA,NA,NA,NA
10465,21244,NA,NA,NA,NA,NA
10467,90419,69825,NA,NA,NA,NA
10475,77791,15928,82417,NA,NA,NA
10477,76413,94180,33320,25584,83459,NA
10478,17253,NA,NA,NA,NA,NA
10480,56070,76881,98575,NA,NA,NA
10481,99828,20262,97915,NA,NA,NA
10484,26533,98736,11201,63782,56094,NA
10485,46568,60848,NA,NA,NA,NA
10486,65418,94654,63310,NA,NA,NA
10491,76204,50457,NA,NA,NA,NA
10494,25211,32256,NA,NA,NA,NA
10496,46851,NA,NA,NA,NA,NA
10498,84077,NA,NA,NA,NA,NA
10500,43869,89574,NA,NA,NA,NA
10502,60036,38351,37657,NA,NA,NA
10504,35255,46067,NA,NA,NA,NA
10506,59553,55394,12462,53006,55422,NA
10507,91701,66696,90920,NA,NA,NA
10511,37958,85566,67987,NA,NA,NA
10512,66427,64033,74807,NA,NA,NA
10514,77580,NA,NA,NA,NA,NA
10516,24444,37492,NA,NA,NA,NA
10518,21010,75831,NA,NA,NA,NA
10521,91554,30067,72936,22754,91282,NA
10526,94425,74330,NA,NA,NA,NA
10528,13223,50708,NA,NA,NA,NA
10529,93017,NA,NA,NA,NA,NA
10530,79253,47614,47713,62546,NA,NA
10532,14215,93972,54537,91346,NA,NA
10533,24848,NA,NA,NA,NA,NA
10534,38982,53736,30790,69689,NA,NA
10535,30787,28926,NA,NA,NA,NA
10537,84622,NA,NA,NA,NA,NA
10538,33064,36173,43632,82841,NA,NA
10539,58059,NA,NA,NA,NA,NA
10542,92913,62814,50506,83313,NA,NA
10543,99089,46149,60188,NA,NA,NA
10544,75280,18791,NA,NA,NA,NA
10546,15905,51100,32789,NA,NA,NA
10550,80314,NA,NA,NA,NA,NA
10551,56886,NA,NA,NA,NA,NA
10554,88107,NA,NA,NA,NA,NA
10558,83502,51967,16076,NA,NA,NA
10559,41293,NA,NA,NA,NA,NA
10564,61319,67675,89545,NA,NA,NA
10565,50637,47934,72786,18005,NA,NA
10569,38068,68788,NA,NA,NA,NA
10572,59476,NA,NA,NA,NA,NA
10573,25928,47913,74669,NA,NA,NA
10577,38460,54160,13998,NA,NA,NA
10579,40298,80003,25118,NA,NA,NA
10581,76769,79469,46145,NA,NA,NA
10582,18134,76616,82689,NA,NA,NA
10586,41408,93232,62909,30367,NA,NA
10588,53597,NA,NA,NA,NA,NA
10589,34983,NA,NA,NA,NA,NA
10590,98434,11016,NA,NA,NA,NA
10592,30749,NA,NA,NA,NA,NA
10594,11853,28985,NA,NA,NA,NA
10597,38656,70514,NA,NA,NA,NA
10599,14388,91693,NA,NA,NA,NA
10615,31095,29010,NA,NA,NA,NA
10618,96374,66405,NA,NA,NA,NA
10621,17865,80119,NA,NA,NA,NA
10622,82735,NA,NA,NA,NA,NA
10626,49940,NA,NA,NA,NA,NA
10627,24945,NA,NA,NA,NA,NA
10628,99502,78792,NA,NA,NA,NA
10634,14052,80833,66513,NA,NA,NA
10636,81355,NA,NA,NA,NA,NA
10649,23614,85641,NA,NA,NA,NA
10650,28071,NA,NA,NA,NA,NA
10651,31502,NA,NA,NA,NA,NA
10652,81454,NA,NA,NA,NA,NA
10653,37385,NA,NA,NA,NA,NA
10674,45674,19498,NA,NA,NA,NA
10676,96177,NA,NA,NA,NA,NA
10677,73610,NA,NA,NA,NA,NA
10680,15432,10889,NA,NA,NA,NA
10682,18153,NA,NA,NA,NA,NA
10683,22536,NA,NA,NA,NA,NA
10684,36063,NA,NA,NA,NA,NA
10685,31778,57568,10073,NA,NA,NA
10687,97361,24565,NA,NA,NA,NA
10688,10392,NA,NA,NA,NA,NA
10689,65798,NA,NA,NA,NA,NA
10691,48051,55213,NA,NA,NA,NA
10712,48157,26503,21162,NA,NA,NA
10713,56651,NA,NA,NA,NA,NA
10720,47744,23617,NA,NA,NA,NA
10741,50630,NA,NA,NA,NA,NA
10744,67602,42862,NA,NA,NA,NA
10746,98859,NA,NA,NA,NA,NA
10752,90075,NA,NA,NA,NA,NA
10792,41734,30175,NA,NA,NA,NA
10793,58435,NA,NA,NA,NA,NA
10794,41290,20299,NA,NA,NA,NA
10800,35906,NA,NA,NA,NA,NA
10802,10697,26677,NA,NA,NA,NA
10806,70759,NA,NA,NA,NA,NA
10808,76956,84424,NA,NA,NA,NA
10809,91845,77006,NA,NA,NA,NA
10811,41969,84907,72883,NA,NA,NA
10814,56577,NA,NA,NA,NA,NA
10815,63181,49069,NA,NA,NA,NA
10816,69551,NA,NA,NA,NA,NA
10818,32659,NA,NA,NA,NA,NA
10828,69820,NA,NA,NA,NA,NA
10833,41754,12279,NA,NA,NA,NA
10835,14209,61133,NA,NA,NA,NA
10861,42909,15251,NA,NA,NA,NA
10862,75521,NA,NA,NA,NA,NA
10863,61691,NA,NA,NA,NA,NA
10864,33863,74450,11994,NA,NA,NA
10865,66697,NA,NA,NA,NA,NA
10868,33444,NA,NA,NA,NA,NA
10871,73490,75443,NA,NA,NA,NA
10872,93789,NA,NA,NA,NA,NA
10874,92030,NA,NA,NA,NA,NA
10876,27731,NA,NA,NA,NA,NA
10878,83911,10825,NA,NA,NA,NA
10880,87187,NA,NA,NA,NA,NA
10898,31179,NA,NA,NA,NA,NA
10900,47238,58129,37913,NA,NA,NA
10901,64215,NA,NA,NA,NA,NA
10904,64789,NA,NA,NA,NA,NA
10906,18742,NA,NA,NA,NA,NA
10930,88798,69612,NA,NA,NA,NA
10933,10060,NA,NA,NA,NA,NA
10944,45631,NA,NA,NA,NA,NA
10951,47055,91383,41312,NA,NA,NA
10952,57434,NA,NA,NA,NA,NA
10960,94029,70061,NA,NA,NA,NA
10964,85227,NA,NA,NA,NA,NA
10973,64458,NA,NA,NA,NA,NA
10974,69608,16753,NA,NA,NA,NA
10976,33378,NA,NA,NA,NA,NA
10978,83858,NA,NA,NA,NA,NA
10981,14602,NA,NA,NA,NA,NA
10987,89105,NA,NA,NA,NA,NA
11025,87497,NA,NA,NA,NA,NA
11028,30171,NA,NA,NA,NA,NA
11029,60692,NA,NA,NA,NA,NA
11031,73221,12600,NA,NA,NA,NA
11033,13577,NA,NA,NA,NA,NA
11034,54792,NA,NA,NA,NA,NA
11098,53515,63238,NA,NA,NA,NA
11099,70471,14721,NA,NA,NA,NA
11100,79128,NA,NA,NA,NA,NA
11101,76332,88457,NA,NA,NA,NA
11103,53479,NA,NA,NA,NA,NA
11104,33715,73054,NA,NA,NA,NA
11107,50421,NA,NA,NA,NA,NA
11108,53734,97788,NA,NA,NA,NA
11122,13864,NA,NA,NA,NA,NA
11123,98280,84995,NA,NA,NA,NA
11130,26579,54448,NA,NA,NA,NA
11132,54559,32831,54068,NA,NA,NA
11133,14979,NA,NA,NA,NA,NA
11136,58414,NA,NA,NA,NA,NA
11137,12554,NA,NA,NA,NA,NA
11147,26459,67523,NA,NA,NA,NA
11148,30109,16319,NA,NA,NA,NA
11150,61119,NA,NA,NA,NA,NA
11155,14078,59139,NA,NA,NA,NA
11159,82607,NA,NA,NA,NA,NA
11160,16535,70991,61444,NA,NA,NA
11161,98169,NA,NA,NA,NA,NA
11162,19722,NA,NA,NA,NA,NA
11163,39443,NA,NA,NA,NA,NA
11169,55763,NA,NA,NA,NA,NA
11170,92474,NA,NA,NA,NA,NA
11171,44572,41928,NA,NA,NA,NA
11172,26072,NA,NA,NA,NA,NA
11174,51399,NA,NA,NA,NA,NA
11175,36388,38246,NA,NA,NA,NA
11182,40052,NA,NA,NA,NA,NA
11183,48833,NA,NA,NA,NA,NA
11184,57012,65126,49926,NA,NA,NA
11191,37084,13818,38038,22361,NA,NA
11200,31879,NA,NA,NA,NA,NA
11204,27119,36223,NA,NA,NA,NA
11211,39681,43073,75212,NA,NA,NA
11213,68874,53797,NA,NA,NA,NA
11214,98446,27264,NA,NA,NA,NA
11217,76684,52934,72311,NA,NA,NA
11219,23160,NA,NA,NA,NA,NA
11220,70886,NA,NA,NA,NA,NA
11222,82914,NA,NA,NA,NA,NA
11224,35046,NA,NA,NA,NA,NA
11225,41814,32006,NA,NA,NA,NA
11226,45128,NA,NA,NA,NA,NA
11228,13210,50124,49237,NA,NA,NA
11236,56492,NA,NA,NA,NA,NA
11243,57435,NA,NA,NA,NA,NA
11261,97975,NA,NA,NA,NA,NA
11262,51518,71385,69667,NA,NA,NA
11266,52726,NA,NA,NA,NA,NA
11268,92448,NA,NA,NA,NA,NA
11269,52671,NA,NA,NA,NA,NA
11272,37595,NA,NA,NA,NA,NA
11276,39121,NA,NA,NA,NA,NA
11278,35362,NA,NA,NA,NA,NA
11283,23272,NA,NA,NA,NA,NA
11284,53643,10142,NA,NA,NA,NA
11298,88970,NA,NA,NA,NA,NA
11299,23429,65710,NA,NA,NA,NA
11304,98927,81788,NA,NA,NA,NA
11306,31214,85180,NA,NA,NA,NA
11307,48211,NA,NA,NA,NA,NA
11308,72747,NA,NA,NA,NA,NA
11309,22422,42370,NA,NA,NA,NA
11310,45086,NA,NA,NA,NA,NA
11313,39439,78079,11889,NA,NA,NA
11319,83112,NA,NA,NA,NA,NA
11320,24323,NA,NA,NA,NA,NA
11321,52288,NA,NA,NA,NA,NA
11324,58022,90964,NA,NA,NA,NA
11327,99373,NA,NA,NA,NA,NA
11341,13437,55070,NA,NA,NA,NA
11343,21833,48061,NA,NA,NA,NA
11346,22681,NA,NA,NA,NA,NA
11347,18627,NA,NA,NA,NA,NA
11348,78883,29826,NA,NA,NA,NA
11355,62611,NA,NA,NA,NA,NA
11356,97594,60771,NA,NA,NA,NA
11357,67912,NA,NA,NA,NA,NA
11358,89861,53888,NA,NA,NA,NA
11363,17368,NA,NA,NA,NA,NA
11365,96591,37314,NA,NA,NA,NA
11366,63919,NA,NA,NA,NA,NA
11369,32457,NA,NA,NA,NA,NA
11371,99234,99881,NA,NA,NA,NA
11380,36902,96258,NA,NA,NA,NA
11389,74001,NA,NA,NA,NA,NA
11392,60418,NA,NA,NA,NA,NA
11393,67168,98849,NA,NA,NA,NA
11400,85703,NA,NA,NA,NA,NA
11402,84454,89359,NA,NA,NA,NA
11404,41135,NA,NA,NA,NA,NA
11409,79258,NA,NA,NA,NA,NA
11411,50966,61238,NA,NA,NA,NA
11412,15124,75811,NA,NA,NA,NA
11432,87773,NA,NA,NA,NA,NA
11442,28703,57959,NA,NA,NA,NA
11443,37145,NA,NA,NA,NA,NA
11445,47643,NA,NA,NA,NA,NA
11446,92963,53544,NA,NA,NA,NA
11448,87791,27926,NA,NA,NA,NA
11454,70623,NA,NA,NA,NA,NA
11455,16146,89754,NA,NA,NA,NA
11456,80629,22517,NA,NA,NA,NA
11461,89849,NA,NA,NA,NA,NA
11468,37598,45490,99190,NA,NA,NA
11471,67570,78684,NA,NA,NA,NA
11474,60892,NA,NA,NA,NA,NA
11485,20883,13119,NA,NA,NA,NA
11486,63793,39465,63474,NA,NA,NA
11488,10680,NA,NA,NA,NA,NA
11491,96731,14147,76749,NA,NA,NA
11492,70360,31904,NA,NA,NA,NA
11503,36551,79488,NA,NA,NA,NA
11504,51409,NA,NA,NA,NA,NA
11512,34371,NA,NA,NA,NA,NA
11518,60224,65021,NA,NA,NA,NA
11527,58036,54025,NA,NA,NA,NA
11528,55559,NA,NA,NA,NA,NA
11529,24576,88503,NA,NA,NA,NA
11531,76137,62774,NA,NA,NA,NA
11533,32978,NA,NA,NA,NA,NA
11538,69270,NA,NA,NA,NA,NA
11549,47661,NA,NA,NA,NA,NA
11550,92255,NA,NA,NA,NA,NA
11553,78679,NA,NA,NA,NA,NA
11554,30374,NA,NA,NA,NA,NA
11556,42560,13112,NA,NA,NA,NA
11557,96580,NA,NA,NA,NA,NA
11564,10707,77723,NA,NA,NA,NA
11570,62992,NA,NA,NA,NA,NA
11573,96612,NA,NA,NA,NA,NA
11576,18769,31046,NA,NA,NA,NA
11633,57362,NA,NA,NA,NA,NA
11640,42683,50224,62061,NA,NA,NA
11641,85348,49248,NA,NA,NA,NA
11642,13827,NA,NA,NA,NA,NA
11645,20698,NA,NA,NA,NA,NA
11647,68234,37892,NA,NA,NA,NA
11650,99138,NA,NA,NA,NA,NA
11652,58571,NA,NA,NA,NA,NA
11706,73777,NA,NA,NA,NA,NA
11708,40148,43286,NA,NA,NA,NA
11709,80986,NA,NA,NA,NA,NA
11725,83696,51832,11526,NA,NA,NA
11726,78089,43605,NA,NA,NA,NA
11731,68317,68013,NA,NA,NA,NA
11733,55487,63667,NA,NA,NA,NA
11734,90205,NA,NA,NA,NA,NA
11739,32066,78474,NA,NA,NA,NA
11744,99330,NA,NA,NA,NA,NA
11747,39807,NA,NA,NA,NA,NA
11752,26700,81762,NA,NA,NA,NA
11756,47547,NA,NA,NA,NA,NA
11757,52743,NA,NA,NA,NA,NA
11761,11344,80323,56312,NA,NA,NA
11764,44305,48587,84328,NA,NA,NA
11765,66874,18864,32278,70400,NA,NA
11769,22954,68380,44385,NA,NA,NA
11772,45986,32573,64778,37731,46670,34995
11773,91893,58204,18620,32100,42959,NA
11774,68202,78256,NA,NA,NA,NA
11777,67191,68262,NA,NA,NA,NA
11779,11513,15042,88156,94822,NA,NA
11781,22050,85680,NA,NA,NA,NA
11784,32657,42329,NA,NA,NA,NA
11785,31283,68419,91003,NA,NA,NA
11786,67255,NA,NA,NA,NA,NA
11787,72646,67124,27880,NA,NA,NA
11789,27537,NA,NA,NA,NA,NA
11792,13448,28484,NA,NA,NA,NA
11794,93949,NA,NA,NA,NA,NA
11795,69247,NA,NA,NA,NA,NA
11797,49240,95724,45471,NA,NA,NA
11798,72086,67726,51171,NA,NA,NA
11800,70883,72946,99072,NA,NA,NA
11802,63605,88144,24426,80126,NA,NA
11807,27293,34483,NA,NA,NA,NA
11808,41035,78235,86886,NA,NA,NA
11811,78969,93218,NA,NA,NA,NA
11812,74853,51736,NA,NA,NA,NA
11813,78808,34110,NA,NA,NA,NA
11814,92610,31893,64782,NA,NA,NA
11816,84639,31059,NA,NA,NA,NA
11818,53035,10775,63520,NA,NA,NA
11819,82599,77348,88092,15593,NA,NA
11826,40823,41025,67616,48147,NA,NA
11831,11148,NA,NA,NA,NA,NA
11832,33851,36082,91805,NA,NA,NA
11835,74566,42306,NA,NA,NA,NA
11838,98321,82834,NA,NA,NA,NA
11839,47146,43504,NA,NA,NA,NA
11842,54595,13563,NA,NA,NA,NA
11845,31466,NA,NA,NA,NA,NA
11847,20751,55684,95197,36447,NA,NA
11850,10925,57761,88037,NA,NA,NA
11853,92638,94750,NA,NA,NA,NA
11855,87474,29621,NA,NA,NA,NA
11856,52063,68755,NA,NA,NA,NA
11858,36546,76160,NA,NA,NA,NA
11859,49457,33116,87094,73017,30370,27553
11861,78739,NA,NA,NA,NA,NA
11862,38340,38298,60840,NA,NA,NA
11865,18049,33581,NA,NA,NA,NA
11867,69534,NA,NA,NA,NA,NA
11868,79886,29703,NA,NA,NA,NA
11870,54496,NA,NA,NA,NA,NA
11871,67230,NA,NA,NA,NA,NA
11873,67310,45374,81152,NA,NA,NA
11874,59400,54488,NA,NA,NA,NA
11876,53729,53380,NA,NA,NA,NA
11877,45382,83712,NA,NA,NA,NA
