CASEID_1979,CPUBID1,CPUBID2,CPUBID3,CPUBID4,CPUBID5,CPUBID6
3341,46544,NA,NA,NA,NA,NA
3342,40300,NA,NA,NA,NA,NA
3345,27602,NA,NA,NA,NA,NA
3347,74961,74783,NA,NA,NA,NA
3348,52245,73876,12333,83159,10095,63600
3350,43199,79845,NA,NA,NA,NA
3352,52435,54087,93680,NA,NA,NA
3355,93996,59579,46775,NA,NA,NA
3358,26074,17957,NA,NA,NA,NA
3360,47190,80109,NA,NA,NA,NA
3362,43620,NA,NA,NA,NA,NA
3363,60248,64300,NA,NA,NA,NA
3364,39648,57656,NA,NA,NA,NA
3365,41829,65455,10876,82627,NA,NA
3369,33656,18437,NA,NA,NA,NA
3370,26676,62247,43453,NA,NA,NA
3371,10547,24058,42895,53778,37221,NA
3373,23849,13395,NA,NA,NA,NA
3377,71536,NA,NA,NA,NA,NA
3383,78386,NA,NA,NA,NA,NA
3384,65426,NA,NA,NA,NA,NA
3386,88787,NA,NA,NA,NA,NA
3387,81018,29496,18812,NA,NA,NA
3393,69395,46493,NA,NA,NA,NA
3397,38653,33306,70895,NA,NA,NA
3402,99411,98006,16870,NA,NA,NA
3407,18032,72197,NA,NA,NA,NA
3408,30589,96865,29889,62874,NA,NA
3411,25457,28176,NA,NA,NA,NA
3412,55874,61120,NA,NA,NA,NA
3413,49039,48390,NA,NA,NA,NA
3416,23112,NA,NA,NA,NA,NA
3418,31269,NA,NA,NA,NA,NA
3421,51733,96465,NA,NA,NA,NA
3422,38872,95902,NA,NA,NA,NA
3423,18149,57742,40503,23512,NA,NA
3424,90369,16637,NA,NA,NA,NA
3426,33552,27380,39944,NA,NA,NA
3428,29861,50331,33372,NA,NA,NA
3429,59821,49874,63694,77160,NA,NA
3430,97836,85974,25280,92552,84786,36813
3432,50846,16528,11358,NA,NA,NA
3433,68645,89319,56700,NA,NA,NA
3434,43735,NA,NA,NA,NA,NA
3435,98632,90009,NA,NA,NA,NA
3436,50342,90715,93081,71032,NA,NA
3438,80442,89688,64372,NA,NA,NA
3442,54306,12593,NA,NA,NA,NA
3444,26282,98498,NA,NA,NA,NA
3445,40389,NA,NA,NA,NA,NA
3446,78403,41745,39064,NA,NA,NA
3447,78852,71039,82898,97718,90529,NA
3448,33838,97432,67868,18595,51432,50254
3451,93054,94970,66465,NA,NA,NA
3452,99452,41986,NA,NA,NA,NA
3454,39243,91763,49107,NA,NA,NA
3456,17150,76911,NA,NA,NA,NA
3457,77195,74409,NA,NA,NA,NA
3458,67601,99338,62442,NA,NA,NA
3459,93084,71296,NA,NA,NA,NA
3465,67874,19979,79841,NA,NA,NA
3467,38458,40420,51701,NA,NA,NA
3469,50530,46454,NA,NA,NA,NA
3475,97995,96610,32372,NA,NA,NA
3476,29446,18104,27660,38048,NA,NA
3480,58553,NA,NA,NA,NA,NA
3481,83640,91972,61192,NA,NA,NA
3485,90513,44271,NA,NA,NA,NA
3486,28309,82624,20278,27918,NA,NA
3487,13859,10332,99396,NA,NA,NA
3491,38454,60754,92590,NA,NA,NA
3498,65151,92555,NA,NA,NA,NA
3500,87906,55979,49496,NA,NA,NA
3501,95904,NA,NA,NA,NA,NA
3502,35683,60258,NA,NA,NA,NA
3504,36161,NA,NA,NA,NA,NA
3505,96510,NA,NA,NA,NA,NA
3506,76872,65656,16658,NA,NA,NA
3511,63256,64716,NA,NA,NA,NA
3512,22832,NA,NA,NA,NA,NA
3514,24612,72155,45610,NA,NA,NA
3518,16283,41475,NA,NA,NA,NA
3519,64355,70809,30097,NA,NA,NA
3522,72492,96100,NA,NA,NA,NA
3523,12007,43047,NA,NA,NA,NA
3524,44922,96878,NA,NA,NA,NA
3527,49654,24097,69768,NA,NA,NA
3531,72093,26474,NA,NA,NA,NA
3532,20547,98244,54441,25405,NA,NA
3536,30267,35219,NA,NA,NA,NA
3537,16175,36016,NA,NA,NA,NA
3542,32554,40145,10661,NA,NA,NA
3543,87581,31460,62729,NA,NA,NA
3544,25727,88528,13531,66106,96603,43111
3545,20738,22529,41963,NA,NA,NA
3546,88819,50820,NA,NA,NA,NA
3547,76407,NA,NA,NA,NA,NA
3548,29289,97569,68207,NA,NA,NA
3549,78748,73506,NA,NA,NA,NA
3551,40666,99596,NA,NA,NA,NA
3552,49751,74591,NA,NA,NA,NA
3554,54553,NA,NA,NA,NA,NA
3555,82847,66311,NA,NA,NA,NA
3556,54375,87027,58476,NA,NA,NA
3557,12117,36332,29025,NA,NA,NA
3558,28289,76743,NA,NA,NA,NA
3560,12404,29668,NA,NA,NA,NA
3564,20401,32679,NA,NA,NA,NA
3565,76762,99203,72349,NA,NA,NA
3566,48924,66208,35674,NA,NA,NA
3568,30214,20596,87178,NA,NA,NA
3572,65185,81294,57936,NA,NA,NA
3573,49251,84848,NA,NA,NA,NA
3576,36714,34858,NA,NA,NA,NA
3584,11863,72441,NA,NA,NA,NA
3586,69285,47280,NA,NA,NA,NA
3594,96818,56211,54756,NA,NA,NA
3597,87481,10826,77608,87700,76249,NA
3601,72554,32321,58188,NA,NA,NA
3603,26962,50650,16524,NA,NA,NA
3605,92067,46060,NA,NA,NA,NA
3606,85851,51159,79768,NA,NA,NA
3609,22261,86452,35998,NA,NA,NA
3610,35505,NA,NA,NA,NA,NA
3611,84341,21787,95322,NA,NA,NA
3613,55081,NA,NA,NA,NA,NA
3614,10390,59397,NA,NA,NA,NA
3624,23472,68954,NA,NA,NA,NA
3626,72538,49489,NA,NA,NA,NA
3631,88689,NA,NA,NA,NA,NA
3633,29566,39628,53118,NA,NA,NA
3635,47277,84286,NA,NA,NA,NA
3637,60514,63413,86018,NA,NA,NA
3641,88176,99608,69572,NA,NA,NA
3647,85544,17733,94155,NA,NA,NA
3648,23788,44670,38614,15700,45290,NA
3649,84575,39512,25817,NA,NA,NA
3650,15370,92015,68812,NA,NA,NA
3651,84583,NA,NA,NA,NA,NA
3652,56589,64014,NA,NA,NA,NA
3654,86545,71351,46840,30046,62228,89303
3655,53132,28220,NA,NA,NA,NA
3659,78150,45652,86478,NA,NA,NA
3661,93895,NA,NA,NA,NA,NA
3662,70758,41451,NA,NA,NA,NA
3663,10143,84617,NA,NA,NA,NA
3667,14083,NA,NA,NA,NA,NA
3669,80018,55023,27151,NA,NA,NA
3674,79896,43751,NA,NA,NA,NA
3677,11470,90935,NA,NA,NA,NA
3678,41652,NA,NA,NA,NA,NA
3679,47982,34323,56899,NA,NA,NA
3681,48141,92320,NA,NA,NA,NA
3682,83029,48427,93882,NA,NA,NA
3687,13675,12956,NA,NA,NA,NA
3688,91633,47809,89813,45579,NA,NA
3691,59231,43078,92111,NA,NA,NA
3692,77232,40307,NA,NA,NA,NA
3697,84798,57475,15655,39890,23861,NA
3698,83247,53311,65077,NA,NA,NA
3699,77197,NA,NA,NA,NA,NA
3703,40697,36858,73840,NA,NA,NA
3704,76535,32814,96264,NA,NA,NA
3705,93056,55658,NA,NA,NA,NA
3711,26501,63258,93082,29619,97955,NA
3714,49909,48153,33940,NA,NA,NA
3715,82405,46253,47318,97052,NA,NA
3717,47969,10256,NA,NA,NA,NA
3718,99319,48416,59111,NA,NA,NA
3719,86393,94900,57898,NA,NA,NA
3720,72488,19732,NA,NA,NA,NA
3726,12071,44408,96129,NA,NA,NA
3727,27284,72350,69773,NA,NA,NA
3728,88633,52101,71022,19775,NA,NA
3729,47431,65292,52054,32195,11010,NA
3734,79501,86497,48003,NA,NA,NA
3735,15382,81466,80985,28837,NA,NA
3736,29252,74461,NA,NA,NA,NA
3737,69562,50243,39664,NA,NA,NA
3738,22231,NA,NA,NA,NA,NA
3739,33723,60699,NA,NA,NA,NA
3740,42590,80720,NA,NA,NA,NA
3741,31312,NA,NA,NA,NA,NA
3744,76178,NA,NA,NA,NA,NA
3746,82958,60562,40751,NA,NA,NA
3752,43532,NA,NA,NA,NA,NA
3753,67281,79929,48868,59829,NA,NA
3756,19337,NA,NA,NA,NA,NA
3758,64214,NA,NA,NA,NA,NA
3759,66159,79816,44980,NA,NA,NA
3768,31083,99908,NA,NA,NA,NA
3769,82201,65253,92906,NA,NA,NA
3770,98214,51954,NA,NA,NA,NA
3771,82970,56069,42529,69252,NA,NA
3772,17887,16142,41174,NA,NA,NA
3773,18242,19714,58759,NA,NA,NA
3774,26601,32821,NA,NA,NA,NA
3779,82390,60623,90774,65443,NA,NA
3781,50719,44366,NA,NA,NA,NA
3783,32131,21814,NA,NA,NA,NA
3784,85383,19652,NA,NA,NA,NA
3786,78803,74454,NA,NA,NA,NA
3787,81900,63727,23127,97456,NA,NA
3790,72156,45759,NA,NA,NA,NA
3791,67754,85812,98799,NA,NA,NA
3793,95517,53914,NA,NA,NA,NA
3794,52534,79885,87696,NA,NA,NA
3797,56181,NA,NA,NA,NA,NA
3798,80118,99426,62343,68772,67706,NA
3799,28022,53899,NA,NA,NA,NA
3800,44047,13229,NA,NA,NA,NA
3802,57660,NA,NA,NA,NA,NA
3804,56772,43961,NA,NA,NA,NA
3806,30877,42874,NA,NA,NA,NA
3809,41212,NA,NA,NA,NA,NA
3812,80610,NA,NA,NA,NA,NA
3813,94967,61203,72343,64982,NA,NA
3814,55190,NA,NA,NA,NA,NA
3817,92752,NA,NA,NA,NA,NA
3819,24830,36385,11309,33807,NA,NA
3821,81528,93305,NA,NA,NA,NA
3823,16318,60211,NA,NA,NA,NA
3824,66616,13296,94885,NA,NA,NA
3826,79661,NA,NA,NA,NA,NA
3832,64226,NA,NA,NA,NA,NA
3835,62875,NA,NA,NA,NA,NA
3836,90050,64225,NA,NA,NA,NA
3837,88987,38240,29199,NA,NA,NA
3839,93169,79854,93163,NA,NA,NA
3842,55365,28918,98581,NA,NA,NA
3843,34610,52488,NA,NA,NA,NA
3846,77831,36280,NA,NA,NA,NA
3849,97359,NA,NA,NA,NA,NA
3851,59925,57905,NA,NA,NA,NA
3853,82488,58276,NA,NA,NA,NA
3859,35686,NA,NA,NA,NA,NA
3864,14719,NA,NA,NA,NA,NA
3876,94463,NA,NA,NA,NA,NA
3877,83099,18657,73753,NA,NA,NA
3879,11406,48425,NA,NA,NA,NA
3889,58453,69766,NA,NA,NA,NA
3893,41674,92052,NA,NA,NA,NA
3899,13309,42674,89530,73645,NA,NA
3906,73456,88602,NA,NA,NA,NA
3908,25843,38509,NA,NA,NA,NA
3913,35003,82825,NA,NA,NA,NA
3914,92501,64816,NA,NA,NA,NA
3915,91643,95927,28085,NA,NA,NA
3918,69392,43419,NA,NA,NA,NA
3919,11694,43275,55924,NA,NA,NA
3921,83665,21295,11411,NA,NA,NA
3922,83828,NA,NA,NA,NA,NA
3923,48278,90496,73668,12753,NA,NA
3924,81867,40833,NA,NA,NA,NA
3927,36820,NA,NA,NA,NA,NA
3928,88820,NA,NA,NA,NA,NA
3929,61732,49090,NA,NA,NA,NA
3931,47513,37726,93915,14756,77629,NA
3934,19418,NA,NA,NA,NA,NA
3935,79367,80507,NA,NA,NA,NA
3936,54148,20976,NA,NA,NA,NA
3940,95273,NA,NA,NA,NA,NA
3944,16660,95596,NA,NA,NA,NA
3945,28513,38414,NA,NA,NA,NA
3948,83255,83556,38396,14868,NA,NA
3952,98380,59732,NA,NA,NA,NA
3953,65423,75693,79391,92964,NA,NA
3960,62315,NA,NA,NA,NA,NA
3962,98170,12507,54682,59607,NA,NA
3964,24343,10930,NA,NA,NA,NA
3969,54884,48640,NA,NA,NA,NA
3970,40782,48550,86834,NA,NA,NA
3972,59834,61541,62614,NA,NA,NA
3975,28051,32990,58800,31767,NA,NA
3977,36078,65109,NA,NA,NA,NA
3978,72660,NA,NA,NA,NA,NA
3982,90084,69940,17392,75999,NA,NA
3983,70302,95711,NA,NA,NA,NA
3986,55306,71410,NA,NA,NA,NA
3988,17144,23973,NA,NA,NA,NA
3991,26817,73655,NA,NA,NA,NA
3992,10415,NA,NA,NA,NA,NA
3993,47176,62769,56050,NA,NA,NA
3995,49854,33682,48766,NA,NA,NA
3996,40913,39603,NA,NA,NA,NA
3998,22992,NA,NA,NA,NA,NA
4001,63592,27604,NA,NA,NA,NA
4002,35060,30094,NA,NA,NA,NA
4003,76906,53239,NA,NA,NA,NA
4005,54684,43715,73290,NA,NA,NA
4007,85284,46703,NA,NA,NA,NA
4012,31854,74945,NA,NA,NA,NA
4015,81043,53575,62012,NA,NA,NA
4016,51830,59069,NA,NA,NA,NA
4019,70486,90762,NA,NA,NA,NA
4021,16645,NA,NA,NA,NA,NA
4023,45499,84181,NA,NA,NA,NA
4024,12688,74350,86810,NA,NA,NA
4026,14544,75387,74727,NA,NA,NA
4027,36421,70551,89150,89984,NA,NA
4028,27828,88862,98142,NA,NA,NA
4033,93560,35927,NA,NA,NA,NA
4035,28996,66648,NA,NA,NA,NA
4037,54214,NA,NA,NA,NA,NA
4038,59594,39541,NA,NA,NA,NA
4040,26812,35372,NA,NA,NA,NA
4041,11337,38922,74570,NA,NA,NA
4045,78298,39230,76162,NA,NA,NA
4049,50622,42941,88966,69557,NA,NA
4050,29184,46227,60860,NA,NA,NA
4051,12906,14422,58123,NA,NA,NA
4057,22367,66252,42202,NA,NA,NA
4060,39028,20217,NA,NA,NA,NA
4065,30572,58470,29302,NA,NA,NA
4066,98279,61195,NA,NA,NA,NA
4071,23672,NA,NA,NA,NA,NA
4074,27777,78117,33657,NA,NA,NA
4077,29101,68371,66802,NA,NA,NA
4078,55217,NA,NA,NA,NA,NA
4079,56299,56348,NA,NA,NA,NA
4080,88274,11776,NA,NA,NA,NA
4083,39167,NA,NA,NA,NA,NA
4084,26762,63521,12393,NA,NA,NA
4085,11082,NA,NA,NA,NA,NA
4089,15796,22683,37077,NA,NA,NA
4092,94559,NA,NA,NA,NA,NA
4094,76086,44213,NA,NA,NA,NA
4095,97683,14901,69480,NA,NA,NA
4099,20831,NA,NA,NA,NA,NA
4103,68912,10381,NA,NA,NA,NA
4105,93574,87385,NA,NA,NA,NA
4108,26160,74447,NA,NA,NA,NA
4109,87406,46940,NA,NA,NA,NA
4110,52426,51821,NA,NA,NA,NA
4112,44419,76643,20548,NA,NA,NA
4115,74309,44734,NA,NA,NA,NA
4120,70466,68609,NA,NA,NA,NA
4121,86298,79124,65165,NA,NA,NA
4123,48899,16129,67144,NA,NA,NA
4132,73444,58700,39438,14774,NA,NA
4133,62306,17079,45880,NA,NA,NA
4136,77309,91277,45731,NA,NA,NA
4142,55075,NA,NA,NA,NA,NA
4145,21516,NA,NA,NA,NA,NA
4148,71545,48644,99005,NA,NA,NA
4149,65955,94232,NA,NA,NA,NA
4150,51226,NA,NA,NA,NA,NA
4151,52085,90706,NA,NA,NA,NA
4153,62449,81321,41288,NA,NA,NA
4154,41570,61274,21184,NA,NA,NA
4157,52472,61467,54239,39780,NA,NA
4162,94027,76497,NA,NA,NA,NA
4163,29345,NA,NA,NA,NA,NA
4167,86707,46043,NA,NA,NA,NA
4169,18947,NA,NA,NA,NA,NA
4170,20768,66784,75179,NA,NA,NA
4175,61465,86554,NA,NA,NA,NA
4176,12776,31758,NA,NA,NA,NA
4177,67804,NA,NA,NA,NA,NA
4178,35380,63956,94930,NA,NA,NA
4179,46137,26843,85991,NA,NA,NA
4180,47540,50684,28581,46566,NA,NA
4182,37238,93634,NA,NA,NA,NA
4184,93510,37644,11554,29879,NA,NA
4185,95170,65737,NA,NA,NA,NA
4186,46091,64543,NA,NA,NA,NA
4187,76989,27452,NA,NA,NA,NA
4190,94156,83480,NA,NA,NA,NA
4192,95500,67708,NA,NA,NA,NA
4194,33400,22441,40950,NA,NA,NA
4195,93459,23189,53062,NA,NA,NA
4197,48757,94605,48572,NA,NA,NA
4198,13058,NA,NA,NA,NA,NA
4199,61994,79870,47765,94422,57759,NA
4200,32938,68381,NA,NA,NA,NA
4203,73855,57377,63265,71856,12762,NA
4206,70682,58372,NA,NA,NA,NA
4208,26526,NA,NA,NA,NA,NA
4210,36674,18937,NA,NA,NA,NA
4212,25374,70015,88990,10868,24327,NA
4214,56962,10877,NA,NA,NA,NA
4215,24850,NA,NA,NA,NA,NA
4218,94896,65914,NA,NA,NA,NA
4219,99709,NA,NA,NA,NA,NA
4220,47737,37177,42763,NA,NA,NA
4223,91415,17218,NA,NA,NA,NA
4224,37980,91821,NA,NA,NA,NA
4227,93053,69928,NA,NA,NA,NA
4228,83469,NA,NA,NA,NA,NA
4231,38266,91923,41452,82155,NA,NA
4232,81753,14895,68200,52050,NA,NA
4236,45721,81532,NA,NA,NA,NA
4246,50364,28168,66680,NA,NA,NA
4249,39840,73315,NA,NA,NA,NA
4250,53689,63264,NA,NA,NA,NA
4252,80266,53398,NA,NA,NA,NA
4254,99548,91191,41669,NA,NA,NA
4256,48856,53415,NA,NA,NA,NA
4262,34457,75690,27114,14143,NA,NA
4265,45755,NA,NA,NA,NA,NA
4268,16274,NA,NA,NA,NA,NA
4270,68052,83004,23616,NA,NA,NA
4272,82259,50298,NA,NA,NA,NA
4274,77093,81773,68050,NA,NA,NA
4275,37466,41514,NA,NA,NA,NA
4277,58397,29852,95282,NA,NA,NA
4280,92464,19121,NA,NA,NA,NA
4281,38420,NA,NA,NA,NA,NA
4282,53712,77028,82182,NA,NA,NA
4283,43733,99603,44667,18360,NA,NA
4284,97423,93167,NA,NA,NA,NA
4286,12975,97919,24994,NA,NA,NA
4290,18232,24857,NA,NA,NA,NA
4291,48450,NA,NA,NA,NA,NA
4292,29803,NA,NA,NA,NA,NA
4294,71157,37284,NA,NA,NA,NA
4295,56364,56910,37378,NA,NA,NA
4296,98522,61084,NA,NA,NA,NA
4300,32666,NA,NA,NA,NA,NA
4304,71441,NA,NA,NA,NA,NA
4305,32766,58181,NA,NA,NA,NA
4306,58187,49241,NA,NA,NA,NA
4308,47454,NA,NA,NA,NA,NA
4310,69433,41227,46330,NA,NA,NA
4319,40658,NA,NA,NA,NA,NA
4320,42085,NA,NA,NA,NA,NA
4323,43306,21481,84005,72668,NA,NA
4325,39293,63931,NA,NA,NA,NA
4326,48175,96231,NA,NA,NA,NA
4337,15916,86026,NA,NA,NA,NA
4339,55728,76239,NA,NA,NA,NA
4341,54996,NA,NA,NA,NA,NA
4345,16170,NA,NA,NA,NA,NA
4346,18518,93275,91738,NA,NA,NA
4352,29796,73826,NA,NA,NA,NA
4354,74773,82805,86260,NA,NA,NA
4366,82112,18876,NA,NA,NA,NA
4367,30616,42691,10814,NA,NA,NA
4368,91901,12783,NA,NA,NA,NA
4371,33626,70771,NA,NA,NA,NA
4372,52541,NA,NA,NA,NA,NA
4373,63115,NA,NA,NA,NA,NA
4375,64181,NA,NA,NA,NA,NA
4376,75271,40221,NA,NA,NA,NA
4378,20835,91256,46989,19733,NA,NA
4379,25728,54993,NA,NA,NA,NA
4381,80194,28905,NA,NA,NA,NA
4383,49314,99178,NA,NA,NA,NA
4386,12063,68132,80080,NA,NA,NA
4391,18142,56620,55711,66209,95339,NA
4392,76436,NA,NA,NA,NA,NA
4396,17514,45426,NA,NA,NA,NA
4400,36972,11079,NA,NA,NA,NA
4404,90151,57124,NA,NA,NA,NA
4411,51421,40928,NA,NA,NA,NA
4416,75084,42466,97536,68195,61387,18578
4417,61858,42431,43970,41556,NA,NA
4423,12971,NA,NA,NA,NA,NA
4424,62397,NA,NA,NA,NA,NA
4428,41924,86631,92210,NA,NA,NA
4431,15984,23846,NA,NA,NA,NA
4434,37413,99797,NA,NA,NA,NA
4437,92031,56310,NA,NA,NA,NA
4438,60902,70981,NA,NA,NA,NA
4439,38339,25518,NA,NA,NA,NA
4440,85084,NA,NA,NA,NA,NA
4441,78482,80979,NA,NA,NA,NA
4445,50769,18484,79602,NA,NA,NA
4447,78239,16942,55367,NA,NA,NA
4450,68496,69287,NA,NA,NA,NA
4451,30716,49352,NA,NA,NA,NA
4455,99324,NA,NA,NA,NA,NA
4456,40455,84660,NA,NA,NA,NA
4457,84197,41869,NA,NA,NA,NA
4458,96412,NA,NA,NA,NA,NA
4463,75149,57723,76148,NA,NA,NA
4464,42638,NA,NA,NA,NA,NA
4465,75385,39013,70135,NA,NA,NA
4469,89980,NA,NA,NA,NA,NA
4473,20892,76088,44441,61289,NA,NA
4474,92102,51342,NA,NA,NA,NA
4475,55473,33262,27158,NA,NA,NA
4476,51976,NA,NA,NA,NA,NA
4478,73391,NA,NA,NA,NA,NA
4479,19877,47394,NA,NA,NA,NA
4481,68331,62369,32797,NA,NA,NA
4482,68137,NA,NA,NA,NA,NA
4483,71651,53823,38304,74955,90907,58314
4485,31493,65466,NA,NA,NA,NA
4487,89295,14261,NA,NA,NA,NA
4488,83323,27204,20077,NA,NA,NA
4490,70076,45384,23136,NA,NA,NA
4494,43747,46902,NA,NA,NA,NA
4495,35624,42264,NA,NA,NA,NA
4496,68844,50987,NA,NA,NA,NA
4499,53100,16225,12055,15670,NA,NA
4505,90336,17510,33575,23265,32612,NA
4506,12771,76445,NA,NA,NA,NA
4522,24623,55834,NA,NA,NA,NA
4523,72738,20934,NA,NA,NA,NA
4525,71432,NA,NA,NA,NA,NA
4526,84278,89801,NA,NA,NA,NA
4527,70408,NA,NA,NA,NA,NA
4528,52321,NA,NA,NA,NA,NA
4533,45629,11805,NA,NA,NA,NA
4534,37252,97917,NA,NA,NA,NA
4536,61576,26620,10671,29917,65943,NA
4537,64959,73121,35099,55147,52076,NA
4538,63731,93670,NA,NA,NA,NA
4539,57509,43740,60809,NA,NA,NA
4541,94802,26744,NA,NA,NA,NA
4543,16075,69306,NA,NA,NA,NA
4544,93126,27955,52520,22664,NA,NA
4546,30685,NA,NA,NA,NA,NA
4551,26825,13271,48182,NA,NA,NA
4553,81270,85475,21137,46637,NA,NA
4554,90795,NA,NA,NA,NA,NA
4557,80990,70251,73726,NA,NA,NA
4561,76952,50435,NA,NA,NA,NA
4564,58521,25865,NA,NA,NA,NA
4565,23626,15843,NA,NA,NA,NA
4570,53196,27467,60306,NA,NA,NA
4571,93531,24758,NA,NA,NA,NA
4578,95232,23384,NA,NA,NA,NA
4580,82360,NA,NA,NA,NA,NA
4581,76851,55912,NA,NA,NA,NA
4582,26408,50110,NA,NA,NA,NA
4584,71061,88886,61536,NA,NA,NA
4585,29584,NA,NA,NA,NA,NA
4588,23998,NA,NA,NA,NA,NA
4589,84087,42934,NA,NA,NA,NA
4590,78216,38436,NA,NA,NA,NA
4592,80649,48206,NA,NA,NA,NA
4593,83796,NA,NA,NA,NA,NA
4594,44250,36785,NA,NA,NA,NA
4598,76777,NA,NA,NA,NA,NA
4600,37363,56388,NA,NA,NA,NA
4602,47895,52980,NA,NA,NA,NA
4613,13433,51890,NA,NA,NA,NA
4614,43074,19532,NA,NA,NA,NA
4618,83979,87931,NA,NA,NA,NA
4622,90911,71757,NA,NA,NA,NA
4625,38228,54796,NA,NA,NA,NA
4631,75055,95287,43822,56472,NA,NA
4632,68385,58017,NA,NA,NA,NA
4637,18349,58741,28621,NA,NA,NA
4638,25737,12788,16262,14666,NA,NA
4641,36163,74809,57836,NA,NA,NA
4645,29130,82613,NA,NA,NA,NA
4650,39206,46052,NA,NA,NA,NA
4651,93671,94563,NA,NA,NA,NA
4653,13481,NA,NA,NA,NA,NA
4657,62537,81771,80263,NA,NA,NA
4658,38257,66433,NA,NA,NA,NA
4659,66851,NA,NA,NA,NA,NA
4660,43832,46790,NA,NA,NA,NA
4662,78324,65481,50389,NA,NA,NA
4663,92572,NA,NA,NA,NA,NA
4664,46369,51913,NA,NA,NA,NA
4665,57574,NA,NA,NA,NA,NA
4670,64936,25279,47980,NA,NA,NA
4672,24442,NA,NA,NA,NA,NA
4674,87961,NA,NA,NA,NA,NA
4675,83432,NA,NA,NA,NA,NA
4679,32563,80917,NA,NA,NA,NA
4682,20219,37053,NA,NA,NA,NA
4683,38097,21840,86005,NA,NA,NA
4684,89480,42513,NA,NA,NA,NA
4689,12974,42199,NA,NA,NA,NA
4690,36267,96203,14360,66272,NA,NA
4691,23310,47990,NA,NA,NA,NA
4692,30648,27616,71818,NA,NA,NA
4694,21159,96069,NA,NA,NA,NA
4696,62129,NA,NA,NA,NA,NA
4700,30666,53219,NA,NA,NA,NA
4703,32982,82443,NA,NA,NA,NA
4705,67975,24679,NA,NA,NA,NA
4706,75036,60042,34530,NA,NA,NA
4708,45025,NA,NA,NA,NA,NA
4711,83601,53284,70651,NA,NA,NA
4713,71122,70328,NA,NA,NA,NA
4714,61123,54271,42980,NA,NA,NA
4717,92049,52217,NA,NA,NA,NA
4723,27938,31993,11151,NA,NA,NA
4724,45891,27635,NA,NA,NA,NA
4726,35640,14007,94876,15462,NA,NA
4727,28580,64734,NA,NA,NA,NA
4728,14475,30610,35861,89186,NA,NA
4730,32816,26935,27769,NA,NA,NA
4733,77222,20695,33199,NA,NA,NA
4734,84788,99872,30209,69027,NA,NA
4735,56203,37898,47369,NA,NA,NA
4741,45835,76696,71560,NA,NA,NA
4744,83407,95168,92496,NA,NA,NA
4745,30275,39726,70121,NA,NA,NA
4746,28120,50716,97415,36689,NA,NA
4749,64602,79332,NA,NA,NA,NA
4753,63095,34592,NA,NA,NA,NA
4754,43131,NA,NA,NA,NA,NA
4757,14146,88959,61099,22003,80729,51023
4763,57367,33640,NA,NA,NA,NA
4766,90557,NA,NA,NA,NA,NA
4768,29401,25220,44951,39761,NA,NA
4769,31576,44472,79182,93530,NA,NA
4772,83746,NA,NA,NA,NA,NA
4774,80261,47230,NA,NA,NA,NA
4777,70282,95423,NA,NA,NA,NA
4780,73985,83511,NA,NA,NA,NA
4783,24691,31510,NA,NA,NA,NA
4784,57444,69953,63787,NA,NA,NA
4785,22989,37779,NA,NA,NA,NA
4787,83647,16819,NA,NA,NA,NA
4790,74383,65018,68470,43414,NA,NA
4792,87390,NA,NA,NA,NA,NA
4796,51621,28407,NA,NA,NA,NA
4797,90780,32996,NA,NA,NA,NA
4798,68656,NA,NA,NA,NA,NA
4801,88436,85613,43853,NA,NA,NA
4802,51401,96014,NA,NA,NA,NA
4803,39150,56154,NA,NA,NA,NA
4804,96260,76884,NA,NA,NA,NA
4809,30060,NA,NA,NA,NA,NA
4810,83391,44199,98319,NA,NA,NA
4815,97720,23302,NA,NA,NA,NA
4817,83336,33364,55799,58424,NA,NA
4819,64949,25636,NA,NA,NA,NA
4820,78958,93757,NA,NA,NA,NA
4821,88284,46118,NA,NA,NA,NA
4826,32983,65820,NA,NA,NA,NA
4833,92890,NA,NA,NA,NA,NA
4837,54827,35382,NA,NA,NA,NA
4838,93997,77645,NA,NA,NA,NA
4839,78322,87258,NA,NA,NA,NA
4842,25858,54631,29394,15455,NA,NA
4848,37197,30259,NA,NA,NA,NA
4849,78491,87457,NA,NA,NA,NA
4852,29508,74995,80951,NA,NA,NA
4863,26571,59309,98415,NA,NA,NA
4864,80253,NA,NA,NA,NA,NA
4865,59372,99115,NA,NA,NA,NA
4867,82463,NA,NA,NA,NA,NA
4869,32309,49738,NA,NA,NA,NA
4870,58261,67492,NA,NA,NA,NA
4871,92609,35697,62942,97795,NA,NA
4873,27346,18795,22724,NA,NA,NA
4874,90260,75396,NA,NA,NA,NA
4876,20615,57439,NA,NA,NA,NA
4878,66754,NA,NA,NA,NA,NA
4880,46019,84727,NA,NA,NA,NA
4882,73919,89642,NA,NA,NA,NA
4885,99784,43150,68535,13244,50551,NA
4886,46250,NA,NA,NA,NA,NA
4887,37113,93339,78188,NA,NA,NA
4893,75844,97123,30881,NA,NA,NA
4899,45868,79806,NA,NA,NA,NA
4906,65500,20573,NA,NA,NA,NA
4909,99768,18271,NA,NA,NA,NA
4910,94764,79276,NA,NA,NA,NA
4916,73553,29273,56548,NA,NA,NA
4919,46022,89017,33002,NA,NA,NA
4920,71374,42181,74886,NA,NA,NA
4922,75588,76082,NA,NA,NA,NA
4925,80625,84012,24438,NA,NA,NA
4927,27165,31773,47169,NA,NA,NA
