CPUBID,CSEX,CMOB,CYRB
84625,2,3,1990
69854,1,1,1989
46346,1,10,1992
50278,1,5,1992
15272,2,5,1988
37198,2,11,1991
13539,1,10,1994
58208,1,10,2014
22379,1,11,1988
31261,1,8,1991
75023,2,9,1975
72360,2,7,1977
64588,2,2,1991
31600,2,1,1998
23438,2,7,1989
61572,1,7,1992
52779,2,10,1982
85239,2,1,1984
18772,1,7,1976
75162,1,10,1981
96240,1,8,1987
73408,2,1,1991
38478,2,8,1980
81715,1,12,1990
19582,2,4,1992
96447,2,5,1993
91000,1,4,1997
51015,1,9,1978
20619,1,2,1980
91686,1,10,1981
91742,1,12,1982
28907,2,9,1988
35590,1,2,1975
73640,2,11,1979
30842,1,6,1988
87578,1,3,1990
48484,2,12,1986
95953,2,9,1987
29290,2,5,1999
13761,1,9,1976
10182,2,1,1978
80214,2,8,1981
70980,2,5,1986
42034,1,11,1974
59303,1,4,1975
40991,2,11,1978
24907,2,1,1980
69580,1,8,1985
54640,2,4,1977
42619,2,11,1978
34949,2,4,1987
50337,2,7,1990
75160,2,1,1990
55612,2,5,1994
82506,1,5,1979
17001,1,11,1980
92214,1,9,1997
46254,2,4,1978
42222,1,8,1988
44903,1,8,1990
16617,2,9,1991
95219,1,11,1976
22519,1,10,1981
34413,1,11,1977
42257,2,11,1980
97006,2,7,1982
24676,1,10,1987
83687,2,8,1991
93025,2,3,1992
71669,1,6,1979
20042,2,7,1985
41339,1,11,1976
52780,2,7,1981
19199,1,11,1982
55575,1,4,1987
98760,2,4,1994
86897,1,12,1999
21784,1,1,1985
89543,1,6,1989
52466,1,3,1993
43494,1,10,1980
29073,1,7,1983
21411,1,11,1987
12977,2,3,1985
29801,2,8,1989
47751,2,3,1985
99754,2,3,1996
51036,2,5,1984
61164,2,1,1987
10459,1,5,1976
69048,1,3,1979
61382,2,1,1983
70427,1,1,1986
34844,2,6,1986
10883,2,1,1991
46665,2,9,1993
41021,1,10,1997
94678,2,3,1983
35713,2,12,1984
49310,2,1,1987
92632,2,7,1980
66297,1,1,1988
59576,1,5,2001
99212,1,7,1988
32862,2,12,2003
68691,2,11,1982
24606,1,6,1985
15011,2,3,1992
86510,2,8,1997
46056,2,5,1985
36819,1,2,1989
60008,2,5,1980
82246,1,8,1982
80368,1,2,1998
60194,1,7,1991
45596,2,7,1996
28724,1,11,1995
83311,2,4,1999
32238,2,7,1999
52477,2,1,1995
76582,1,8,1996
21768,1,8,1981
10246,1,5,1984
99316,2,2,1990
53568,1,6,1986
64585,2,8,1993
22779,2,8,1990
37539,1,2,1994
79225,2,8,1992
36000,2,9,1994
28103,1,2,1984
62968,2,12,1987
13800,1,10,1992
27940,1,10,1994
24948,2,8,1994
56259,1,8,1994
59151,2,7,1985
31952,2,7,1985
65987,1,5,1990
77786,1,3,1988
70826,1,5,1990
49764,2,5,1993
80343,2,5,1996
12373,2,9,1988
44751,1,3,1991
70353,1,8,1993
50773,1,5,1993
63340,1,3,1997
52907,1,7,1990
93151,1,11,1993
83606,1,5,1980
91103,1,6,1983
69084,2,7,1987
88599,1,10,1983
54133,2,10,1986
48583,2,1,1995
19624,2,8,1997
62616,2,3,1999
55731,1,2,1983
36994,2,5,1985
16581,2,9,1982
96725,1,6,1994
94770,1,8,1990
59633,1,5,1993
29034,2,6,2001
99968,1,8,2006
14528,1,2,1984
80486,2,2,1988
47857,2,8,1982
47496,2,12,1988
18034,1,11,1994
59190,2,11,1997
57736,2,8,2000
91280,2,1,2004
56650,1,5,1983
62656,2,8,1984
79989,1,3,1980
78246,1,6,1981
22069,1,6,1982
44088,2,1,1987
69628,1,2,1991
77841,2,11,1988
76280,1,2,1994
77421,2,11,1993
39620,2,1,1979
16826,2,3,1989
71694,2,4,1988
21611,1,8,1990
95473,1,5,1985
93799,1,7,1985
54634,2,3,1987
46190,2,8,1989
23054,1,9,1990
48927,1,12,1997
98010,2,3,1988
50754,2,2,2000
31808,2,8,1981
38010,1,5,1988
69173,2,8,1991
75706,1,9,1984
79701,2,9,1986
13586,1,8,1989
78237,1,9,1991
17755,2,12,1994
68405,2,11,1998
47000,1,10,1988
59884,2,5,1991
59471,1,8,1984
10070,1,10,1986
49642,2,6,1991
40681,2,6,1993
71575,1,5,1981
68030,1,9,1989
86564,2,6,1990
30241,2,9,1990
30170,1,6,1995
32963,1,10,1977
25270,1,8,1981
65618,1,10,1982
79546,2,8,1983
18771,1,12,1977
35467,1,8,1979
94991,1,12,1984
90924,1,6,1986
16301,2,8,1987
50332,2,11,1988
56093,1,11,1989
78072,2,3,1991
12008,1,7,1985
33309,1,8,1982
72530,2,7,1985
26728,1,5,2003
88204,1,2,1992
74872,1,12,1998
17181,1,4,2000
30899,2,1,2002
18331,2,8,1985
27136,1,10,1988
87750,1,8,1994
28549,2,7,1982
72393,2,4,1997
70382,1,8,1998
69221,2,1,2000
34839,2,9,1981
10437,2,3,1983
99569,1,6,1994
26841,1,8,1997
47098,2,4,1993
76584,1,3,1980
99885,2,4,1984
77799,1,4,1976
52220,1,1,1998
33163,1,8,1999
75217,2,3,1982
63842,2,6,1984
26152,2,10,1987
50425,1,9,1993
44204,1,12,1980
93793,1,6,1982
31675,2,4,1993
73375,1,10,1981
70120,1,11,1973
39453,2,12,1975
44882,2,8,1977
33844,2,12,1979
14379,2,9,1982
47618,1,10,1983
83359,2,2,1975
18317,2,3,1980
49450,1,12,1982
49331,NA,NA,NA
75786,NA,NA,NA
19184,2,8,1977
22210,1,3,1979
64303,1,5,1980
64437,1,3,1982
69801,1,11,1983
57498,2,4,1982
85578,2,12,1983
52028,2,3,1989
97492,2,6,1983
30112,1,6,1984
81361,2,3,1992
78299,2,2,1979
62034,1,8,1993
28477,1,4,1986
82142,2,1,1990
63961,1,6,1993
46544,2,9,1998
40300,2,4,1991
27602,2,7,1997
74961,1,8,1983
74783,2,5,1986
52245,1,5,1977
73876,2,9,1981
12333,2,6,1984
83159,1,7,1985
10095,1,1,1989
63600,1,8,1992
43199,1,3,1993
79845,2,9,1996
52435,2,6,1993
54087,2,10,1994
93680,1,6,2000
93996,2,5,1985
59579,1,12,1987
46775,2,3,1990
26074,1,3,1989
17957,1,8,1992
47190,1,2,1993
80109,1,7,1999
43620,1,1,1981
60248,1,3,1988
64300,1,12,1990
39648,2,6,1992
57656,1,4,1994
41829,2,1,1991
65455,1,5,1992
10876,1,1,1994
82627,2,1,1996
33656,2,12,1988
18437,1,9,1991
26676,1,10,1994
62247,1,8,1997
43453,1,8,2001
10547,2,1,1982
24058,2,3,1983
42895,1,12,1985
53778,1,11,1989
37221,1,10,1996
23849,1,5,1985
13395,1,9,1987
71536,2,5,1992
78386,1,2,1989
65426,2,5,1987
88787,1,8,1991
81018,2,8,1983
29496,1,8,1983
18812,2,9,1992
69395,1,5,1997
46493,2,5,2000
38653,1,2,1986
33306,1,3,1988
70895,2,8,1989
99411,2,12,1996
98006,1,7,1999
16870,2,7,2002
18032,2,1,1982
72197,1,4,1984
30589,2,8,1980
96865,1,3,1986
29889,1,10,1987
62874,1,8,1989
25457,2,5,1990
28176,2,9,1994
55874,1,5,1983
61120,2,8,1984
49039,1,9,1980
48390,1,4,1983
23112,2,2,2001
31269,2,5,1994
51733,2,5,1981
96465,2,5,1986
38872,1,1,1998
95902,1,1,2000
18149,2,2,1991
57742,2,2,1991
40503,2,6,1992
23512,2,8,1998
90369,1,9,1986
16637,2,6,1989
33552,1,7,1990
27380,1,4,1992
39944,2,4,1995
29861,1,1,1985
50331,1,9,1987
33372,1,9,1993
59821,1,5,1983
49874,1,5,1983
63694,1,8,1986
77160,2,4,1991
97836,2,2,1985
85974,2,1,1987
25280,2,3,1989
92552,2,3,1991
84786,1,3,1993
36813,2,11,1994
50846,1,8,1992
16528,2,12,1994
11358,2,2,1997
68645,2,2,1984
89319,2,3,1986
56700,2,3,1988
43735,2,3,1994
98632,1,9,1978
90009,1,10,1990
50342,1,7,1983
90715,1,5,1987
93081,1,11,1990
71032,1,6,1998
80442,1,3,1985
89688,2,11,1989
64372,2,8,1994
54306,2,7,1996
12593,2,11,1997
26282,2,3,1978
98498,1,1,1980
40389,2,5,1978
78403,1,6,1976
41745,2,7,1983
39064,2,12,1994
78852,1,6,1976
71039,2,12,1977
82898,1,9,1981
97718,2,9,1988
90529,2,9,1991
33838,1,7,1980
97432,1,12,1982
67868,1,7,1987
18595,1,6,1990
51432,1,11,1992
50254,2,9,1999
93054,2,9,1984
94970,1,7,1994
66465,2,8,1996
99452,2,7,1990
41986,2,6,1995
39243,2,11,1983
91763,2,12,1984
49107,2,5,1986
17150,1,9,1990
76911,1,8,1991
77195,1,5,1989
74409,2,8,1990
67601,2,5,1990
99338,2,7,1993
62442,2,7,1993
93084,1,10,1993
71296,2,2,1997
67874,2,2,1987
19979,2,1,1988
79841,2,3,1991
38458,1,11,1988
40420,2,4,1992
51701,1,11,1994
50530,1,1,1996
46454,2,4,1997
97995,2,2,1984
96610,1,10,1985
32372,2,12,2006
29446,2,3,1981
18104,1,11,1990
27660,1,12,1991
38048,2,2,1998
58553,2,1,1989
83640,1,10,1979
91972,1,6,1984
61192,2,6,1988
90513,1,1,1992
44271,1,11,1997
28309,2,12,1982
82624,1,11,1987
20278,1,11,1991
27918,2,12,1994
13859,1,9,1979
10332,2,11,1982
99396,1,1,1992
38454,1,11,1986
60754,1,4,1991
92590,1,2,1996
65151,2,4,1985
92555,2,11,1990
87906,1,9,1983
55979,2,6,1993
49496,2,1,1996
95904,1,10,1985
35683,2,6,1989
60258,2,8,1995
36161,1,1,1977
96510,1,11,1995
76872,2,11,1990
65656,2,7,1993
16658,2,7,1993
63256,2,2,1987
64716,1,5,1989
22832,1,9,2002
24612,1,5,1988
72155,1,3,1995
45610,2,12,1997
16283,2,1,1982
41475,1,10,1984
64355,1,10,1992
70809,1,6,1994
30097,2,6,1996
72492,2,10,1996
96100,1,8,1999
12007,1,11,1989
43047,2,3,1992
44922,2,12,1987
96878,1,6,1991
49654,2,12,1984
24097,1,8,1988
69768,2,8,1988
72093,2,10,1986
26474,1,1,1990
20547,1,6,1983
98244,2,12,1987
54441,1,8,1992
25405,2,10,1993
30267,2,1,1995
35219,2,9,1997
16175,2,8,1986
36016,1,3,1990
32554,1,3,1974
40145,1,1,1976
10661,2,7,1977
87581,2,7,1984
31460,1,5,1985
62729,2,11,1989
25727,2,10,1983
88528,1,5,1985
13531,1,9,1986
66106,1,8,1987
96603,2,10,1988
43111,1,10,1988
20738,1,7,1985
22529,2,5,1987
41963,2,4,1990
88819,2,2,1988
50820,2,9,1994
76407,2,3,1986
29289,2,7,1984
97569,1,2,1988
68207,1,12,1993
78748,2,4,1987
73506,1,1,1990
40666,2,5,1992
99596,1,6,1994
49751,1,9,1993
74591,2,7,1996
54553,1,7,1980
82847,1,3,1989
66311,2,4,1990
54375,2,7,1981
87027,1,5,1984
58476,1,3,1992
12117,1,1,1989
36332,2,10,1990
29025,1,11,1991
28289,2,9,1987
76743,1,7,1990
12404,2,2,1980
29668,1,8,1998
20401,1,5,1988
32679,1,7,1992
76762,1,9,1983
99203,2,11,1985
72349,2,10,1988
48924,2,7,1981
66208,1,1,1985
35674,1,7,1987
30214,2,4,1987
20596,1,5,1989
87178,2,5,1993
65185,1,12,1982
81294,1,9,1985
57936,2,1,1992
49251,2,12,1985
84848,1,3,1988
36714,2,11,1982
34858,1,11,1987
11863,1,6,1982
72441,2,5,1988
69285,1,8,1989
47280,1,12,1991
96818,1,12,1981
56211,1,1,1986
54756,2,2,1993
87481,1,10,1980
10826,2,2,1984
77608,1,8,1985
87700,2,5,1987
76249,2,5,2002
72554,2,2,1986
32321,2,8,1989
58188,2,10,1991
26962,1,12,1985
50650,1,6,1988
16524,1,11,1989
92067,1,8,1988
46060,2,8,1988
85851,1,12,1980
51159,1,10,1982
79768,2,12,1984
22261,2,8,1989
86452,2,8,1994
35998,1,11,1997
35505,2,11,1984
84341,2,9,1983
21787,2,12,1985
95322,2,12,1992
55081,2,8,1987
10390,2,11,1982
59397,1,7,1987
23472,1,1,1991
68954,2,8,1992
72538,2,5,1986
49489,1,11,1989
88689,2,4,1985
29566,2,4,1985
39628,2,3,1988
53118,2,2,1998
47277,1,10,1979
84286,2,11,1981
60514,1,4,1975
63413,1,3,1976
86018,2,10,1980
88176,2,5,1981
99608,2,12,1990
69572,1,7,1998
85544,1,6,1978
17733,1,3,1980
94155,1,5,1981
23788,1,1,1981
44670,1,7,1982
38614,1,1,1984
15700,2,2,1985
45290,2,3,1987
84575,2,7,1982
39512,1,9,1983
25817,2,7,1988
15370,2,10,1983
92015,1,1,1985
68812,1,11,1988
84583,1,11,1982
56589,2,7,1980
64014,2,7,1984
86545,1,1,1985
71351,1,1,1985
46840,1,12,1989
30046,2,2,1992
62228,1,1,1994
89303,1,9,1996
53132,2,7,1980
28220,1,6,1985
78150,2,12,1979
45652,1,3,1981
86478,2,10,1982
93895,2,2,1993
70758,2,6,1985
41451,2,12,1990
10143,1,11,1991
84617,1,5,1994
14083,2,2,1987
80018,2,2,1988
55023,1,7,1990
27151,2,1,1994
79896,2,11,1986
43751,1,8,1988
11470,1,11,1995
90935,2,12,1999
41652,2,4,1993
47982,1,12,1989
34323,1,8,1991
56899,2,8,1993
48141,2,10,1988
92320,1,10,1989
83029,2,5,1993
48427,2,1,1995
93882,2,2,2000
13675,2,11,1992
12956,1,9,1995
91633,2,5,1987
47809,2,5,1987
89813,2,6,1990
45579,1,6,1993
59231,1,4,1986
43078,2,7,1989
92111,2,12,1993
77232,1,3,1982
40307,2,8,1983
84798,2,10,1983
57475,1,11,1984
15655,1,9,1986
39890,2,9,1993
23861,1,9,2001
83247,1,3,1981
53311,2,3,1982
65077,1,1,1983
77197,1,12,1981
40697,1,3,1975
36858,1,11,1978
73840,2,4,1980
76535,2,3,1976
32814,2,12,1983
96264,2,11,1989
93056,2,9,1976
55658,1,9,1981
26501,2,12,1989
63258,1,5,1991
93082,1,7,1992
29619,2,8,1993
97955,1,11,1994
49909,1,5,1976
48153,1,1,1978
33940,1,6,1979
82405,1,10,1981
46253,1,10,1983
47318,1,10,1985
97052,1,12,1989
47969,2,2,1978
10256,1,1,1997
99319,2,12,1981
48416,2,7,1988
59111,2,8,1989
86393,1,6,1981
94900,2,4,1983
57898,1,7,1999
72488,1,3,1984
19732,1,7,1987
12071,2,6,1979
44408,2,3,1983
96129,1,7,1990
27284,2,3,1991
72350,2,2,1995
69773,1,5,1996
88633,2,8,1979
52101,1,5,1984
71022,1,1,1986
19775,1,10,1988
47431,1,1,1980
65292,2,10,1982
52054,1,9,1989
32195,2,2,1998
11010,1,2,1998
79501,2,7,1992
86497,1,4,1994
48003,2,3,1996
15382,1,3,1993
81466,1,2,1996
80985,2,6,1998
28837,2,7,1999
29252,1,9,1990
74461,2,8,1995
69562,1,6,1997
50243,2,9,1998
39664,1,10,2003
22231,2,5,1981
33723,2,12,1992
60699,1,11,1994
42590,1,6,1985
80720,1,3,1987
31312,1,2,1988
76178,1,12,1982
82958,2,3,1983
60562,2,8,1986
40751,1,5,1989
43532,2,5,1986
67281,2,10,1979
79929,2,3,1982
48868,2,3,1984
59829,2,11,1992
19337,2,11,1983
64214,2,9,1985
66159,2,9,1983
79816,2,7,1985
44980,2,7,1990
31083,1,6,1973
99908,2,6,1975
82201,1,2,1977
65253,2,11,1978
92906,2,11,1987
98214,2,8,1984
51954,2,11,1987
82970,1,3,1992
56069,1,3,1996
42529,2,5,1997
69252,1,9,1998
17887,1,12,1985
16142,1,8,1989
41174,2,7,1992
18242,2,7,1979
19714,1,3,1985
58759,1,4,1986
26601,1,2,1980
32821,2,4,1985
82390,2,12,1976
60623,2,4,1980
90774,2,12,1984
65443,1,6,1986
50719,1,10,1990
44366,1,4,1992
32131,2,10,1992
21814,2,9,1994
85383,1,8,1979
19652,1,3,1988
78803,2,3,1991
74454,2,8,1994
81900,1,10,1980
63727,2,7,1988
23127,2,7,1988
97456,1,8,1992
72156,1,5,1986
45759,2,8,1987
67754,1,2,1979
85812,2,7,1982
98799,1,8,1995
95517,2,9,1984
53914,2,5,1990
52534,2,12,1991
79885,2,3,1994
87696,2,5,1996
56181,2,2,1987
80118,2,1,1987
99426,2,5,1988
62343,2,3,1990
68772,2,5,1992
67706,1,5,1996
28022,1,11,1994
53899,2,10,1999
44047,2,9,1992
13229,1,4,1996
57660,1,8,1990
56772,1,5,1989
43961,2,10,1990
30877,1,10,1988
42874,2,6,1990
41212,1,9,2002
80610,1,2,1989
94967,1,12,1980
61203,1,7,1983
72343,1,1,1985
64982,2,12,1986
55190,1,1,1996
92752,1,11,1996
24830,1,6,1984
36385,1,7,1987
11309,1,2,1989
33807,1,6,1991
81528,2,1,1982
93305,1,5,1984
16318,1,2,1984
60211,2,3,1986
66616,2,6,1982
13296,1,4,1983
94885,2,11,1986
79661,2,11,1984
64226,2,5,1984
62875,1,9,1984
90050,1,7,1994
64225,2,7,1995
88987,2,10,1980
38240,1,5,1984
29199,2,11,1987
93169,2,12,1981
79854,2,11,1982
93163,2,8,1988
55365,2,2,1978
28918,1,8,1981
98581,1,11,1992
34610,1,7,1989
52488,2,3,1991
77831,1,10,1995
36280,1,5,1999
97359,1,4,1992
59925,1,2,1981
57905,1,1,1985
82488,1,2,1989
58276,2,10,1990
35686,2,5,1990
14719,1,1,1987
94463,1,11,2000
83099,2,1,1984
18657,2,2,1985
73753,1,6,1988
11406,1,7,1979
48425,2,2,1982
58453,1,9,1987
69766,2,3,1992
41674,1,7,1985
92052,2,6,1988
13309,1,3,1988
42674,1,5,1990
89530,2,10,1991
73645,2,1,1995
73456,2,9,1984
88602,1,8,1989
25843,1,4,1993
38509,2,11,1994
35003,2,2,1997
82825,2,6,1999
92501,2,7,1980
64816,1,11,1981
91643,2,11,1990
95927,1,9,1996
28085,2,8,2005
69392,1,1,1997
43419,1,7,1999
11694,1,10,1985
43275,1,4,1992
55924,2,11,1993
83665,1,6,1986
21295,2,11,1990
11411,1,5,1992
83828,2,2,1983
48278,2,3,1989
90496,2,4,1991
73668,2,7,1994
12753,2,8,1999
81867,1,12,1997
40833,1,12,1997
36820,2,9,1976
88820,2,8,1980
61732,2,8,1976
49090,2,2,1989
47513,2,10,1977
37726,2,10,1977
93915,2,4,1983
14756,1,4,1983
77629,1,6,1988
19418,1,8,1979
79367,1,5,1983
80507,2,10,1989
54148,2,6,1986
20976,1,9,1988
95273,1,6,1984
16660,1,5,1977
95596,1,4,1989
28513,2,3,1991
38414,2,4,1999
83255,1,3,1974
83556,2,6,1975
38396,1,8,1981
14868,1,7,1988
98380,NA,NA,NA
59732,NA,NA,NA
65423,1,10,1983
75693,1,3,1987
79391,1,5,1991
92964,1,6,1993
62315,1,1,1992
98170,2,1,1982
12507,2,6,1983
54682,2,10,1986
59607,1,10,1989
24343,2,10,1985
10930,1,5,1987
54884,2,1,1994
48640,1,7,1999
40782,2,10,1987
48550,1,5,1990
86834,1,9,1993
59834,1,4,1987
61541,1,1,1990
62614,1,8,1992
28051,1,12,1978
32990,1,11,1979
58800,2,5,1981
31767,2,10,1984
36078,1,12,1980
65109,1,1,2008
72660,2,6,1989
90084,1,6,1979
69940,2,7,1981
17392,2,6,1985
75999,2,7,1986
70302,2,3,1985
95711,2,5,1989
55306,1,11,1978
71410,1,7,1993
17144,2,8,1979
23973,1,3,1982
26817,2,3,1982
73655,1,12,1988
10415,1,10,1973
47176,1,11,1977
62769,2,10,1978
56050,1,4,1983
49854,1,11,1979
33682,2,8,1983
48766,2,5,1985
40913,1,12,1984
39603,2,11,1989
22992,1,2,1982
63592,2,8,1990
27604,1,12,1992
35060,1,1,1990
30094,2,8,1991
76906,1,9,1977
53239,2,1,1980
54684,1,3,1980
43715,1,12,1981
73290,2,1,1983
85284,1,9,1980
46703,2,6,1985
31854,1,6,1982
74945,1,8,1984
81043,2,10,1982
53575,2,5,1985
62012,1,2,1987
51830,2,10,1975
59069,1,2,1978
70486,2,3,1989
90762,1,1,1997
16645,1,10,1982
45499,1,6,1995
84181,1,2,2001
12688,1,11,1972
74350,1,3,1977
86810,1,6,1979
14544,1,7,1993
75387,2,5,1996
74727,1,12,1998
36421,2,6,1994
70551,1,7,2000
89150,1,2,2002
89984,1,2,2002
27828,2,8,1982
88862,2,7,1984
98142,1,4,1987
93560,2,3,1996
35927,1,10,1997
28996,2,2,1993
66648,1,10,1995
54214,1,9,1988
59594,2,8,1983
39541,2,11,1986
26812,1,3,1990
35372,2,1,1995
11337,1,9,1978
38922,1,1,1980
74570,1,11,1985
78298,1,7,1981
39230,1,6,1986
76162,2,8,1991
50622,2,8,1981
42941,2,10,1983
88966,2,6,1990
69557,2,6,1992
29184,2,7,1984
46227,2,4,1989
60860,2,8,1995
12906,1,12,1984
14422,1,8,1990
58123,2,12,1992
22367,1,12,1990
66252,1,10,1994
42202,2,5,1998
39028,2,9,1983
20217,2,7,1985
30572,2,4,1989
58470,1,12,1990
29302,1,5,1997
98279,2,3,1979
61195,1,12,1980
23672,1,3,2001
27777,1,7,1994
78117,1,7,1994
33657,2,7,1994
29101,1,11,1986
68371,2,5,1995
66802,1,4,1996
55217,1,8,1991
56299,2,9,1990
56348,1,12,1996
88274,2,11,1993
11776,1,1,1996
39167,1,11,1992
26762,1,3,1981
63521,1,4,1986
12393,2,6,1988
11082,1,7,1980
15796,1,2,1979
22683,1,12,1982
37077,2,7,1984
94559,1,1,2000
76086,1,5,1995
44213,2,10,2000
97683,1,7,1993
14901,1,5,1996
69480,2,4,1998
20831,2,4,1996
68912,2,9,1985
10381,1,5,1988
93574,2,11,1977
87385,1,11,1979
26160,2,7,1989
74447,2,5,1996
87406,1,6,1994
46940,2,7,1999
52426,1,7,1985
51821,1,5,1989
44419,2,5,1982
76643,2,4,1987
20548,2,7,1989
74309,1,11,1981
44734,1,4,1988
70466,1,5,1977
68609,2,3,1980
86298,2,12,1974
79124,1,12,1977
65165,1,3,1982
48899,1,9,1985
16129,2,2,1989
67144,1,12,1990
73444,2,6,1984
58700,2,2,1986
39438,2,1,1988
14774,1,11,1992
62306,1,6,1980
17079,1,10,1981
45880,1,1,1987
77309,2,10,1975
91277,1,9,1981
45731,1,1,1985
55075,1,7,1987
21516,1,6,1991
71545,2,1,1984
48644,1,1,1986
99005,2,9,2001
65955,1,12,1975
94232,1,6,1982
51226,1,3,1990
52085,2,8,1977
90706,2,1,1980
62449,2,6,1988
81321,2,5,1991
41288,1,6,2004
41570,2,8,1981
61274,2,6,1983
21184,1,11,1999
52472,1,3,1981
61467,2,4,1984
54239,2,11,1987
39780,1,9,1990
94027,2,3,1986
76497,2,12,1991
29345,1,6,1993
86707,1,7,1984
46043,1,12,1985
18947,1,7,1997
20768,1,7,1985
66784,2,12,1987
75179,2,4,1991
61465,1,3,1982
86554,1,11,1988
12776,1,9,1997
31758,1,11,1998
67804,2,7,1979
35380,2,12,1983
63956,2,1,1992
94930,2,9,1997
46137,2,11,1975
26843,2,3,1984
85991,1,5,1987
47540,2,4,1981
50684,2,12,1985
28581,1,10,1987
46566,1,7,1990
37238,2,5,1979
93634,1,3,1981
93510,2,11,1979
37644,2,7,1981
11554,1,8,1982
29879,1,11,1986
95170,2,6,1992
65737,1,3,1996
46091,2,11,1986
64543,1,8,1989
76989,1,7,1984
27452,2,2,1990
94156,1,2,1992
83480,1,8,1993
95500,1,3,1993
67708,2,6,1997
33400,1,11,1980
22441,2,5,1983
40950,1,2,1989
93459,2,1,1985
23189,2,7,1988
53062,2,7,1993
48757,2,1,1978
94605,1,12,1979
48572,1,7,1985
13058,1,1,1985
61994,2,9,1974
79870,1,11,1976
47765,1,9,1978
94422,2,1,1980
57759,1,3,1983
32938,1,9,1989
68381,2,7,1992
73855,2,11,1984
57377,2,6,1986
63265,1,8,1987
71856,1,6,1993
12762,1,8,1994
70682,2,12,1982
58372,2,2,1988
26526,2,10,1992
36674,2,12,1979
18937,1,5,1987
25374,1,9,1984
70015,1,1,1986
88990,2,2,1987
10868,2,10,1988
24327,1,5,1999
56962,1,10,1993
10877,2,2,1995
24850,2,8,1980
94896,1,1,1986
65914,1,2,1998
99709,2,3,1981
47737,2,2,1988
37177,2,5,1991
42763,1,6,1993
91415,2,12,1997
17218,1,2,2000
37980,1,8,1989
91821,1,11,1992
93053,2,12,1993
69928,1,12,1996
83469,1,3,1978
38266,2,7,1984
91923,1,3,1987
41452,1,1,1991
82155,1,8,1998
81753,1,5,1979
14895,1,10,1981
68200,2,12,1982
52050,2,6,1995
45721,2,11,1980
81532,2,7,1985
50364,2,2,1982
28168,1,9,1984
66680,2,3,1989
39840,1,4,1981
73315,1,5,1987
53689,1,6,1993
63264,2,6,2000
80266,2,10,1983
53398,2,8,1991
99548,2,8,1989
91191,1,2,1992
41669,1,6,1993
48856,1,6,1980
53415,1,7,1982
34457,1,12,1972
75690,1,11,1975
27114,1,11,1984
14143,1,5,1989
45755,2,7,1978
16274,1,1,1976
68052,2,11,1976
83004,2,9,1981
23616,2,12,1987
82259,1,9,1992
50298,1,12,1997
77093,1,2,1978
81773,1,8,1979
68050,1,12,1985
37466,1,7,1981
41514,2,10,1983
58397,2,1,1976
29852,2,6,1977
95282,1,8,1978
92464,1,11,1978
19121,1,3,1980
38420,1,7,1981
53712,1,11,1981
77028,1,1,1985
82182,2,4,1990
43733,1,8,1984
99603,1,5,1987
44667,2,7,1992
18360,2,1,1995
97423,2,9,2001
93167,1,12,2002
12975,1,10,1979
97919,1,8,1988
24994,2,6,1991
18232,1,4,1985
24857,1,2,1988
48450,1,11,1983
29803,1,7,1995
71157,1,8,1985
37284,1,1,1988
56364,1,10,1977
56910,2,9,1981
37378,1,2,1984
98522,2,2,1990
61084,1,5,1994
32666,1,1,1990
71441,2,8,1980
32766,2,4,1994
58181,2,2,1998
58187,2,2,1980
49241,1,9,1990
47454,2,10,1984
69433,2,2,1979
41227,2,12,1989
46330,2,8,1992
40658,2,6,1997
42085,2,11,1999
43306,1,10,1980
21481,1,8,1982
84005,2,12,1983
72668,2,7,1985
39293,2,8,1978
63931,1,8,1985
48175,1,8,1983
96231,2,1,1986
15916,1,2,1987
86026,2,9,1998
55728,2,5,1995
76239,1,7,1996
54996,1,4,1981
16170,1,2,1984
18518,2,11,1984
93275,2,3,1990
91738,1,2,1994
29796,2,9,1995
73826,2,3,1997
74773,1,8,1980
82805,1,12,1982
86260,2,6,1989
82112,2,10,1988
18876,1,8,1992
30616,1,9,1986
42691,2,7,1989
10814,1,8,1996
91901,1,9,1978
12783,2,3,1980
33626,2,3,1985
70771,1,8,1988
52541,2,10,1989
63115,1,8,1985
64181,2,8,1981
75271,2,3,1982
40221,1,10,1984
20835,1,6,1981
91256,1,7,1982
46989,1,1,1988
19733,1,5,1989
25728,1,7,1980
54993,1,5,1992
80194,2,4,1995
28905,1,2,2000
49314,1,6,1979
99178,2,9,1985
12063,2,9,1983
68132,2,6,1985
80080,2,11,1987
18142,2,11,1980
56620,1,4,1982
55711,2,8,1986
66209,2,3,1991
95339,1,9,1994
76436,1,8,1990
17514,1,8,1981
45426,1,8,1985
36972,2,9,1977
11079,1,10,1980
90151,2,8,1979
57124,1,8,1986
51421,1,12,2002
40928,1,2,2004
75084,1,10,1974
42466,2,1,1976
97536,1,5,1981
68195,2,11,1986
61387,2,12,1987
18578,1,11,1989
61858,1,9,1981
42431,2,3,1985
43970,1,3,1993
41556,2,9,1999
12971,2,4,1997
62397,1,6,1994
41924,1,11,1989
86631,2,5,1992
92210,1,9,1995
15984,2,12,2011
23846,2,12,2011
37413,2,12,1975
99797,1,3,1981
92031,2,1,1993
56310,1,3,1997
60902,2,11,1987
70981,1,4,1991
38339,1,8,1988
25518,1,6,1994
85084,1,12,1993
78482,1,11,1987
80979,2,5,1990
50769,2,7,1986
18484,1,9,1987
