CPUBID,CSEX,CMOB,CYRB
60063,2,3,1995
14320,1,11,1985
46430,1,11,1989
57915,1,8,1979
74926,1,7,1987
75595,1,5,1990
17122,2,1,1993
79040,1,11,1982
34519,1,11,1984
51514,2,10,1988
32301,1,3,1991
68165,1,10,1986
76128,2,2,1990
60736,1,4,1992
81902,2,1,1984
94852,1,9,1986
41711,2,10,1988
21866,1,4,1987
38055,2,5,1992
82398,2,2,1983
82600,2,2,1983
63165,1,3,1984
25117,2,11,1979
89273,1,8,1990
24380,2,1,1977
50193,2,7,1979
11516,2,8,1981
93580,1,7,1981
77984,2,6,1984
66227,2,9,1998
38883,2,5,1980
38899,1,6,1981
13216,2,7,1982
16569,2,2,1984
99482,1,5,1985
33070,2,4,1987
57265,2,4,1978
15362,2,6,1979
55385,1,3,1981
47129,2,12,1983
32730,2,4,1986
45179,1,6,1989
84021,1,4,1991
36871,1,4,1992
73609,1,12,1987
50503,2,10,1991
28815,2,1,1995
76854,1,4,1979
21778,1,10,1981
33841,2,9,1982
33411,1,10,1987
26760,2,12,1989
19177,2,5,2000
11616,2,12,1976
12112,2,4,1979
85410,1,9,1979
33461,1,4,1985
66028,2,5,1990
49167,1,7,1994
58450,1,6,1989
36263,2,8,1982
10087,1,9,1986
88452,1,9,1989
30910,2,6,1991
32370,1,2,1981
56739,1,1,1984
79675,1,9,1988
25345,2,8,1994
85477,1,1,1982
99498,2,8,1984
54359,2,9,1995
22568,1,8,1985
25463,2,8,1994
15454,2,5,1979
86555,1,6,1980
50569,1,9,1982
48568,2,12,1983
25711,2,3,1986
78280,2,12,1978
70141,2,7,1980
59258,2,2,1976
73643,1,4,1977
46693,2,2,1983
29573,1,4,1981
89166,1,5,1982
79843,1,12,1975
57341,1,7,1977
68529,1,3,1980
95037,1,5,1982
12487,2,5,1985
35363,2,9,1986
89588,2,1,1996
19995,2,4,1988
33855,2,3,1990
62792,2,1,1992
11708,2,1,1995
94009,1,8,1983
13207,1,1,1987
44274,2,1,1994
49155,2,5,1999
74470,2,11,1991
93663,2,5,1979
34970,2,12,1980
24161,1,5,1986
33622,1,6,1987
56076,2,8,1989
47571,2,1,1985
91895,1,11,1989
90891,1,9,1983
69552,2,4,1979
87214,2,10,1981
40215,1,6,1978
43361,1,12,1979
54449,1,7,1984
25466,1,2,1986
23887,2,1,1987
24103,2,6,1981
75424,1,11,1983
15226,1,5,1988
26119,1,12,1976
51561,1,2,1978
48078,2,12,1986
58091,2,7,1989
14221,1,5,1976
82064,2,10,1977
38090,2,5,1985
98422,2,9,1986
58618,2,2,1983
56194,2,9,1984
14619,2,12,1970
80665,1,7,1976
36672,1,11,1977
89269,2,10,1979
71885,1,12,1975
49484,1,2,1977
34728,1,11,1984
85688,1,3,1977
23697,2,1,1980
16823,1,9,1978
44261,2,9,1985
45875,2,9,1990
46682,2,1,1993
26910,1,5,1980
87687,1,12,1979
31270,1,12,1989
33947,1,9,2001
66939,2,5,1980
33187,2,8,1982
54977,1,8,1982
49048,1,10,1984
13403,1,12,1988
51996,1,5,1974
14854,1,8,1976
59658,1,12,1995
73700,1,10,1983
64451,1,7,1985
96150,2,11,1984
83269,2,1,1989
75754,2,2,1987
13151,1,6,1983
11920,1,3,1989
52340,2,7,1981
10593,2,7,1983
95459,1,9,1982
59999,1,1,1985
15522,2,7,1986
71325,1,1,1976
51791,2,3,1999
98750,1,8,1985
18658,2,8,1985
76281,2,12,1987
29585,2,12,1994
72141,1,3,1975
71023,1,6,1976
52626,2,10,1977
89925,1,12,1980
10385,2,12,1981
81142,1,11,1984
50166,1,12,1988
22153,1,9,1978
35639,1,12,1980
39305,1,1,1984
43842,2,1,1994
32642,1,7,1983
28789,1,7,1984
56925,2,9,1985
42524,2,11,1986
28845,2,6,1974
81907,2,1,1976
11035,2,5,1977
51027,1,1,1980
53970,2,5,1986
49959,1,5,1978
60119,1,12,1979
14727,2,11,1983
82499,1,2,1985
15105,2,1,1982
97552,1,2,1994
30420,2,9,1995
69378,1,7,1987
30135,2,5,1990
90873,2,8,1979
78537,1,2,1985
66100,1,2,1985
51809,1,3,1991
73939,2,3,1991
25481,1,4,1983
67886,1,7,1988
82310,2,8,1992
95733,2,12,1980
28004,2,3,1985
77936,1,2,1985
67363,2,10,1987
84597,2,1,1989
39851,1,12,1979
57797,1,9,1983
36415,1,1,1992
13570,2,1,1992
31567,1,3,1981
80734,2,10,1983
43371,2,3,1978
97140,1,11,1979
68733,1,5,1981
96975,2,3,1983
68816,1,3,1974
77789,2,6,1976
61859,2,11,1978
81346,2,10,1983
35084,1,10,1989
26746,2,6,1981
66875,1,7,1977
95408,1,9,1980
15243,1,9,1987
19819,2,8,1990
72435,1,12,1985
57541,1,3,1989
87927,2,11,1985
10330,2,2,1988
82402,2,9,1974
10774,1,5,1976
61365,2,6,1977
68031,2,4,1988
37127,2,8,1994
28524,1,3,1977
32032,1,9,1978
65190,1,5,1979
65484,2,5,1982
87939,2,12,1983
65314,1,1,1979
73452,1,5,1980
78772,1,9,1983
97787,2,5,1981
11145,1,11,1988
58037,1,2,1979
25891,2,3,1985
27461,2,6,1978
82245,1,1,1980
19181,1,9,1981
98050,2,11,1982
34984,1,8,1978
94914,1,7,1979
88590,2,5,1981
92943,1,4,1980
55586,1,8,1981
67122,2,6,1983
85047,1,5,1983
11961,2,12,1986
91236,1,11,1981
93552,2,2,1977
89676,2,11,1982
95771,2,3,1990
25455,2,3,1981
63411,2,2,1988
20569,1,10,1974
20228,2,10,1975
51111,1,4,1982
95238,1,9,1985
17643,2,10,1984
57951,1,7,1987
20039,2,12,1981
46312,2,3,1988
50150,1,2,1989
53130,1,11,1984
66650,1,10,1988
60726,1,6,1990
12409,1,10,1983
48119,1,6,1983
16314,2,3,1985
67110,2,12,1988
93312,2,4,1986
80569,2,2,1988
38175,2,3,1984
67859,2,3,1987
94768,1,4,1989
11598,1,6,1986
67826,1,9,1989
39703,2,10,1976
64772,2,9,1978
55708,2,11,1979
19855,2,10,1984
57794,1,8,1988
32426,1,12,1989
19310,1,6,1978
82738,1,5,1982
34986,1,10,1987
46097,2,4,1982
18501,2,1,1984
83389,2,6,1986
99327,1,9,1981
19522,2,11,1984
59480,1,8,1980
91713,1,2,1983
85944,1,1,1987
38128,2,11,1988
17535,2,1,1992
28966,1,11,2001
81406,2,11,1991
47722,1,6,1994
68811,1,8,1998
70421,2,6,1983
27089,1,4,1985
16199,1,7,1995
16350,1,12,1989
65790,1,8,1991
74042,2,4,2001
87075,1,11,1985
13496,1,8,1988
88993,1,12,1974
34273,2,10,1976
85998,1,9,1978
76922,1,7,1979
12510,1,8,1980
13650,1,4,1981
49661,2,12,1990
45261,1,6,1989
31328,2,5,1991
14930,1,2,1995
80996,2,12,1971
84314,2,4,1973
77740,2,3,1976
38635,1,1,1979
47339,2,1,1988
20359,2,4,1989
17415,1,3,1998
42497,1,11,1999
32209,2,2,2001
39759,1,7,1978
82711,1,6,1979
67612,1,12,1982
85406,2,9,1985
73894,1,5,1992
28284,1,3,1980
97635,1,2,1981
89110,2,10,1981
69057,2,3,1984
20502,2,3,1983
96224,1,5,1990
23591,2,4,1978
26731,2,12,1979
90888,2,1,1994
91709,1,11,1983
40767,2,11,1985
27244,1,2,1989
58894,1,4,1984
15338,1,3,1986
33088,1,3,1991
77869,2,8,1978
29395,1,7,1980
12988,1,8,1984
30147,2,2,1998
57244,1,3,1987
12091,2,11,1989
24210,1,5,1980
33504,1,8,1985
42000,1,12,1990
11480,2,12,2001
95710,2,12,1992
96954,2,11,1977
11448,1,8,1981
78691,2,7,1983
14264,1,2,1987
31044,1,5,1993
52999,1,11,1979
63697,1,5,1983
15982,2,4,1984
78108,2,4,1985
70657,1,4,1988
49308,1,5,1991
45515,1,6,1994
36002,2,12,1983
64201,1,3,1988
21624,1,3,1989
86003,2,6,1981
53800,2,11,1991
82297,1,4,1978
99882,2,7,1980
96261,2,6,1981
38694,2,12,1989
47487,1,8,1988
17440,2,4,1984
17278,1,3,1987
51584,1,7,1986
55082,2,9,1989
70229,2,9,1979
38260,1,1,1983
30283,1,6,1990
98176,2,3,1989
36154,1,3,1989
80638,2,2,1991
69451,1,10,1987
13872,1,10,1988
46763,1,2,1997
19501,1,1,1979
33098,1,3,1982
33954,1,11,1986
66963,2,9,1978
87051,2,8,1979
17557,2,7,1980
24910,2,1,1982
90062,2,3,1983
97369,2,9,1984
84590,2,4,1982
26053,2,12,1985
61209,2,11,1987
32412,2,10,1976
26280,2,12,1976
50712,2,8,1980
62197,1,12,1982
58812,2,7,1982
41718,2,2,1988
78699,1,10,1981
54511,2,5,1997
45099,1,7,1983
47137,1,10,1987
89133,1,7,1983
27893,2,7,1984
56430,1,8,1986
94146,2,7,1984
77072,2,1,1986
21931,1,6,1989
46964,2,10,1979
56178,1,5,1984
99964,1,9,1982
19645,2,7,1985
33570,2,5,1985
33013,2,12,1996
75855,2,1,1981
72315,1,6,1982
36255,1,5,1977
28698,2,4,1982
76177,2,7,1981
15998,2,8,1986
13941,2,6,1990
52013,1,8,1988
99376,2,9,1999
64769,2,1,1988
44372,2,4,1989
29202,1,10,1979
52833,2,12,1980
22912,1,10,1991
53587,1,5,1981
78564,2,6,1993
23724,1,1,1985
88243,1,6,1989
21244,2,10,1985
90419,1,2,1980
69825,2,5,1982
77791,1,1,1981
15928,1,6,1984
82417,2,2,1988
76413,2,10,1976
94180,1,12,1977
33320,1,11,1979
25584,1,4,1983
83459,1,11,1987
17253,2,3,1992
56070,1,8,1976
76881,2,5,1982
98575,1,9,1989
99828,1,7,1978
20262,2,3,1983
97915,1,10,1984
26533,1,4,1980
98736,2,11,1981
11201,2,4,1984
63782,1,4,1984
56094,2,2,1987
46568,2,7,1985
60848,1,6,1988
65418,1,7,1979
94654,1,5,1982
63310,1,3,1986
76204,1,4,1976
50457,1,5,1980
25211,2,7,1980
32256,1,11,1981
46851,1,8,1986
84077,1,5,1989
43869,2,5,1986
89574,2,10,1995
60036,1,9,1975
38351,1,11,1979
37657,2,12,1985
35255,1,11,1993
46067,1,12,1996
59553,2,3,1976
55394,1,3,1978
12462,2,4,1983
53006,1,11,1992
55422,2,11,1993
91701,2,10,1984
66696,1,10,1987
90920,1,11,1990
37958,2,5,1981
85566,1,4,1983
67987,2,10,1991
66427,2,8,1982
64033,1,12,1990
74807,2,3,1993
77580,1,12,1998
24444,2,6,1984
37492,2,9,1987
21010,2,7,1984
75831,1,11,1987
91554,1,8,1976
30067,1,2,1978
72936,2,1,1985
22754,2,2,1989
91282,2,2,1993
94425,1,1,1995
74330,1,1,2002
13223,1,5,1996
50708,1,7,1997
93017,2,11,1985
79253,2,12,1975
47614,2,7,1979
47713,1,12,1981
62546,1,1,1998
14215,1,1,1979
93972,1,3,1980
54537,2,6,1991
91346,1,5,1995
24848,2,1,1985
38982,2,7,1987
53736,1,10,1988
30790,1,5,1990
69689,1,2,1997
30787,1,10,1989
28926,1,3,1992
84622,2,12,1990
33064,2,1,1980
36173,1,12,1985
43632,2,7,1989
82841,2,6,1994
58059,1,8,1988
92913,2,6,1992
62814,2,8,1995
50506,2,10,1997
83313,1,4,2000
99089,1,4,1988
46149,1,5,1992
60188,2,12,1993
75280,1,2,1981
18791,2,1,1983
15905,2,11,1980
51100,1,12,1981
32789,1,1,1985
80314,2,12,1995
56886,1,10,1997
88107,1,10,1979
83502,2,1,1986
51967,2,2,1987
16076,2,9,1988
41293,2,11,1987
61319,2,4,1981
67675,1,3,1984
89545,1,7,1988
50637,2,12,1978
47934,1,1,1982
72786,1,4,1987
18005,1,3,1994
38068,1,2,1980
68788,1,4,1983
59476,1,12,1991
25928,1,6,1983
47913,1,6,1986
74669,1,8,1991
38460,2,2,1981
54160,2,3,1983
13998,2,7,1984
40298,2,5,1978
80003,2,3,1981
25118,2,4,1982
76769,2,6,1983
79469,2,3,1986
46145,1,10,1991
18134,1,1,1976
76616,2,9,1982
82689,2,9,1982
41408,1,7,1979
93232,1,5,1981
62909,2,4,1983
30367,2,6,1984
53597,1,5,1983
34983,1,11,1977
98434,2,11,1983
11016,1,9,1987
30749,1,12,1980
11853,2,6,1979
28985,2,11,1984
38656,1,8,1977
70514,1,6,1982
14388,1,11,1979
91693,1,5,1982
31095,1,5,1982
29010,1,2,1984
96374,1,11,1980
66405,2,7,1982
17865,1,9,1977
80119,2,4,1982
82735,2,2,1979
49940,2,8,1983
24945,2,6,1981
99502,1,6,1981
78792,2,11,1982
14052,2,10,1979
80833,1,10,1982
66513,1,10,1982
81355,2,6,1979
23614,2,10,1980
85641,2,2,1984
28071,2,12,1980
31502,2,2,1983
81454,2,8,1981
37385,2,1,1984
45674,2,2,1980
19498,2,1,1982
96177,1,5,1982
73610,1,6,1982
15432,1,1,1979
10889,1,10,1983
18153,1,1,1984
22536,2,10,1981
36063,2,9,1980
31778,1,11,1979
57568,1,2,1981
10073,1,5,1982
97361,1,7,1979
24565,2,3,1981
10392,1,12,1974
65798,1,2,1983
48051,1,8,1979
55213,2,1,1981
48157,1,11,1978
26503,1,10,1980
21162,1,9,1981
56651,2,4,1979
47744,2,10,1978
23617,1,10,1981
50630,1,11,1982
67602,1,7,1980
42862,1,4,1983
98859,2,7,1977
90075,2,9,1979
41734,1,3,1980
30175,2,11,1982
58435,2,11,1979
41290,2,10,1982
20299,1,1,1984
35906,2,8,1978
10697,2,11,1977
26677,1,10,1980
70759,1,2,1980
76956,1,11,1979
84424,1,1,1983
91845,1,4,1977
77006,2,12,1982
41969,1,8,1980
84907,1,9,1981
72883,1,10,1983
56577,2,7,1979
63181,2,3,1980
49069,2,9,1982
69551,2,5,1983
32659,2,3,1979
69820,1,2,1983
41754,2,11,1979
12279,2,9,1980
14209,1,12,1979
61133,1,7,1983
42909,2,2,1980
15251,2,3,1982
75521,2,11,1979
61691,2,12,1983
33863,2,6,1976
74450,2,6,1977
11994,2,3,1981
66697,1,6,1981
33444,1,2,1980
73490,1,4,1980
75443,1,9,1981
93789,1,7,1983
92030,2,5,1983
27731,2,3,1980
83911,1,2,1981
10825,2,6,1982
87187,2,7,1982
31179,1,9,1979
47238,1,12,1979
58129,1,12,1980
37913,1,12,1982
64215,2,11,1979
64789,1,12,1981
18742,2,3,1981
88798,2,3,1980
69612,2,11,1981
10060,1,8,1982
45631,1,12,1981
47055,2,6,1979
91383,2,11,1980
41312,2,3,1982
57434,1,7,1981
94029,1,3,1981
70061,1,4,1983
85227,1,9,1982
64458,2,6,1983
69608,1,4,1981
16753,1,1,1983
33378,2,8,1973
83858,2,3,1983
14602,2,4,1981
89105,1,11,1982
87497,2,3,1981
30171,2,11,1979
60692,1,3,1981
73221,1,4,1979
12600,2,6,1980
13577,1,2,1982
54792,2,4,1983
53515,2,10,1978
63238,2,12,1980
70471,2,4,1980
14721,2,1,1983
79128,1,4,1980
76332,2,2,1980
88457,2,9,1981
53479,2,11,1975
33715,2,6,1978
73054,1,12,1979
50421,1,12,1981
53734,2,9,1979
97788,1,11,1981
13864,2,8,1982
98280,2,12,1981
84995,2,10,1983
26579,1,7,1979
54448,1,6,1982
54559,1,6,1980
32831,1,6,1986
54068,2,9,1987
14979,1,10,1978
58414,1,1,1979
12554,2,10,1980
26459,1,6,1979
67523,1,1,1984
30109,2,1,1980
16319,2,12,1983
61119,1,6,1979
14078,1,6,1975
59139,2,6,1975
82607,2,6,1983
16535,1,10,1979
70991,2,2,1981
61444,1,1,1983
98169,1,4,1980
19722,2,1,1983
39443,2,10,1979
55763,1,6,1983
92474,2,12,1981
44572,1,10,1981
41928,1,11,1983
26072,1,4,1981
51399,1,5,1980
36388,1,3,1982
38246,1,12,1983
40052,2,2,1980
48833,2,10,1981
57012,2,10,1979
65126,2,7,1981
49926,1,4,1984
37084,2,1,1978
13818,1,9,1979
38038,2,9,1980
22361,2,9,1980
31879,2,4,1979
27119,2,3,1977
36223,1,5,1981
39681,1,1,1979
43073,2,7,1980
75212,1,1,1984
68874,2,10,1981
53797,2,8,1983
98446,2,3,1981
27264,1,1,1983
76684,2,5,1979
52934,2,5,1981
72311,1,9,1983
23160,2,8,1979
70886,2,3,1979
82914,1,8,1979
35046,2,2,1979
41814,1,10,1979
32006,2,8,1983
45128,2,3,1981
13210,2,2,1979
50124,2,3,1980
49237,1,11,1981
56492,1,12,1998
57435,1,3,1981
97975,1,10,1982
51518,2,8,1975
71385,2,10,1979
69667,1,11,1982
52726,2,5,1981
92448,1,8,1983
52671,1,6,1981
37595,2,1,1984
39121,1,6,1980
35362,1,7,1982
23272,2,3,1979
53643,1,10,1976
10142,2,8,1979
88970,1,10,1980
23429,1,9,1978
65710,2,9,1981
98927,1,12,1976
81788,1,10,1980
31214,2,1,1979
85180,1,3,1982
48211,2,5,1983
72747,2,12,1979
22422,1,4,1982
42370,1,3,1989
45086,1,6,1980
39439,2,12,1976
78079,1,4,1981
11889,1,4,1982
83112,1,1,1982
24323,2,5,1983
52288,1,9,1982
58022,2,2,1981
90964,2,10,1982
99373,1,11,1981
13437,1,9,1976
55070,1,12,1980
21833,1,2,1981
48061,1,4,1982
22681,1,10,1978
18627,2,2,1980
78883,2,1,1982
29826,2,5,1983
62611,1,6,1983
97594,2,8,1981
60771,2,5,1983
67912,1,4,1978
89861,2,4,1979
53888,1,1,1983
17368,2,1,1976
96591,1,3,1980
37314,2,5,1983
63919,1,4,1981
32457,2,9,1978
99234,2,7,1985
99881,1,2,1991
36902,1,12,1979
96258,2,7,1981
74001,1,7,1975
60418,2,2,1984
67168,2,12,1979
98849,2,6,1983
85703,1,7,1982
84454,1,7,1980
89359,1,7,1982
41135,2,4,1981
79258,1,8,1983
50966,1,1,1979
61238,1,9,1983
15124,1,12,1974
75811,2,4,1980
87773,2,3,1981
28703,2,8,1980
57959,2,9,1983
37145,2,7,1981
47643,1,11,1980
92963,2,1,1980
53544,2,12,1981
87791,2,12,1981
27926,2,12,1982
70623,1,6,1981
16146,2,11,1978
89754,1,9,1980
80629,1,2,1980
22517,1,11,1982
89849,2,7,1981
37598,1,12,1976
45490,1,2,1980
99190,1,3,1983
67570,2,11,1978
78684,1,6,1980
60892,2,6,1983
20883,2,8,1980
13119,1,3,1982
63793,1,1,1979
39465,1,1,1979
63474,1,8,1980
10680,2,5,1980
96731,2,6,1980
14147,1,3,1982
76749,2,12,1983
70360,1,6,1980
31904,1,3,1982
36551,1,6,1980
79488,1,11,1982
51409,2,12,1978
34371,1,5,1979
60224,2,8,1977
65021,2,5,1979
58036,2,6,1978
54025,2,11,1983
55559,2,7,1981
24576,1,8,1980
88503,2,9,1981
76137,1,5,1978
62774,2,11,1979
32978,1,8,1982
69270,1,9,1983
47661,1,12,1979
92255,2,2,1981
78679,2,1,1981
30374,1,9,1981
42560,NA,4,1976
13112,2,1,1981
96580,1,8,1982
10707,2,3,1980
77723,1,8,1982
62992,1,1,1979
96612,1,7,1981
18769,1,5,1976
31046,1,3,1979
57362,1,11,1981
42683,1,10,1978
50224,2,3,1982
62061,1,4,1983
85348,1,7,1982
49248,1,12,1983
13827,2,8,1979
20698,1,8,1983
68234,2,9,1976
37892,1,12,1981
99138,1,3,1983
58571,2,12,1979
73777,1,2,1984
40148,2,4,1976
43286,1,11,1982
80986,2,9,1982
83696,1,8,1975
51832,2,11,1977
11526,1,7,1979
78089,2,9,1979
43605,2,10,1983
68317,1,8,1978
68013,1,6,1981
55487,2,3,1981
63667,2,3,1981
90205,1,8,1982
32066,2,2,1982
78474,2,2,1982
99330,2,10,1978
39807,1,3,1981
26700,1,11,1977
81762,2,11,1980
47547,1,1,1988
52743,1,8,1989
11344,2,4,1985
80323,1,9,1988
56312,1,10,1994
44305,1,8,1980
48587,1,5,1988
84328,2,10,1997
66874,1,12,1988
18864,1,4,1990
32278,1,3,1991
70400,1,12,1995
22954,2,5,1987
68380,1,5,1991
44385,2,11,1992
45986,2,2,1982
32573,2,7,1983
64778,2,10,1984
37731,2,10,1985
46670,1,10,1989
34995,2,11,1991
91893,2,1,1980
58204,1,5,1981
18620,1,2,1986
32100,1,6,1987
42959,1,12,1995
68202,2,10,1993
78256,1,6,1995
67191,2,6,1989
68262,1,6,1995
11513,2,6,1990
15042,1,10,1992
88156,2,7,1995
94822,1,1,1998
22050,1,6,1996
85680,2,9,1997
32657,1,11,1988
42329,1,4,1992
31283,2,3,1988
68419,1,4,1989
91003,1,12,1992
67255,1,5,2005
72646,1,2,1984
67124,1,5,1987
27880,1,3,1991
27537,1,3,1982
13448,1,8,1980
28484,1,3,1983
93949,1,11,1987
69247,2,10,1986
49240,2,5,1986
95724,2,3,1990
45471,2,1,1993
72086,2,8,1983
67726,1,5,1991
51171,1,5,1991
70883,2,10,1975
72946,2,6,1990
99072,2,2,1994
63605,1,9,1978
88144,2,8,1990
24426,2,10,1995
80126,2,9,2000
27293,2,6,1988
34483,2,8,1999
41035,2,8,1990
78235,1,9,1993
86886,2,4,1996
78969,2,11,1982
93218,2,3,1986
74853,2,10,1989
51736,1,8,1993
78808,1,3,1979
34110,2,11,1986
92610,2,8,1982
31893,1,8,1985
64782,1,4,1990
84639,1,12,1982
31059,1,5,1984
53035,2,7,1978
10775,2,10,1979
63520,1,8,1981
82599,2,3,1982
77348,1,7,1989
88092,1,11,1990
15593,2,4,1992
40823,1,7,1977
41025,2,10,1978
67616,1,2,1983
48147,2,7,1984
11148,1,6,1986
33851,2,12,1979
36082,2,9,1983
91805,1,10,1986
74566,1,2,1988
42306,1,3,1991
98321,1,9,1986
82834,2,3,2002
47146,1,9,1986
43504,2,9,1988
54595,1,5,1982
13563,1,5,1986
31466,2,5,1988
20751,1,7,1983
55684,2,12,1984
95197,1,7,1988
36447,1,12,1989
10925,2,9,1977
57761,2,3,1981
88037,1,8,1982
92638,2,7,1988
94750,1,2,2000
87474,1,12,1983
29621,2,3,1989
52063,1,1,1984
68755,2,5,1985
36546,2,8,1993
76160,2,10,1997
49457,1,8,1974
33116,2,11,1975
87094,1,12,1976
73017,1,7,1978
30370,1,7,1978
27553,1,10,1983
78739,1,1,1986
38340,1,3,1987
38298,2,12,1991
60840,2,11,1994
18049,1,5,1985
33581,2,8,1992
69534,1,3,2000
79886,2,3,1995
29703,1,2,1999
54496,1,3,1989
67230,1,6,2000
67310,2,6,1977
45374,2,7,1979
81152,1,8,1986
59400,2,6,1978
54488,1,1,1988
53729,1,4,1980
53380,1,7,1987
45382,NA,NA,NA
83712,NA,NA,NA
37169,2,10,1981
44239,1,12,1990
64966,1,2,1995
12118,1,5,1987
17438,1,3,1992
17799,2,9,1996
62935,1,12,2004
68171,1,3,1979
22203,2,6,1983
87922,1,5,1984
52717,1,3,1987
95343,1,12,1982
39179,2,2,1989
74950,2,4,1992
58670,1,2,1991
85582,2,4,1991
23868,2,12,1993
62320,1,9,1983
15788,1,5,1987
72043,1,6,1990
90082,1,2,1979
82148,2,12,1978
62162,1,3,1982
50253,1,4,1981
47926,1,5,1984
90402,1,7,1988
75390,1,10,1990
92234,2,5,1986
27210,2,10,1992
79727,1,2,1982
22786,1,9,1983
88384,1,8,1983
15306,1,7,1992
78993,1,1,1994
95386,2,9,1994
38753,1,9,1995
10665,2,2,1997
32732,2,3,1988
66564,2,8,1990
76368,1,5,1995
47689,1,6,1997
25407,1,5,1999
92725,2,6,1999
26880,1,9,1987
49871,1,10,1989
98284,1,9,1993
18250,1,1,1996
44066,1,8,1982
68842,1,7,1996
84110,2,6,1979
33375,1,11,1984
14640,1,3,1980
63874,2,5,1984
14487,1,1,1994
68391,2,2,1987
85387,2,1,1989
47768,2,11,1979
15403,2,11,1981
96221,1,10,1984
76795,2,11,1985
48122,2,9,1990
47023,2,11,1992
69315,2,3,1989
40686,2,6,1994
68047,2,6,1981
87713,2,2,1983
42208,2,9,1981
84570,1,4,1983
18043,1,8,1985
42710,1,1,1992
21408,2,1,1994
46237,2,6,1994
20119,1,5,1999
83797,2,1,1989
32029,1,7,1993
24892,2,9,1992
73897,1,10,1994
58489,1,2,1989
18333,NA,NA,NA
54499,NA,NA,NA
40809,2,11,1984
21586,2,10,1982
15783,2,4,1995
16716,2,8,1988
66586,1,9,1981
38844,1,8,1983
93190,1,6,1987
85060,2,11,1988
15407,1,1,1993
98990,1,7,1994
40861,2,8,1980
66148,1,11,1989
63910,1,8,1982
93140,1,8,1990
42301,1,8,1993
55756,1,8,1980
90413,2,2,1983
54014,1,8,1984
97767,1,10,1986
97510,1,12,1986
71538,2,2,1991
49185,2,4,1975
27864,2,2,1986
43164,1,2,1990
21480,1,1,1994
21068,1,11,1995
54927,1,9,1997
91391,2,4,1986
17943,1,5,1988
75755,2,5,1993
23870,1,7,1991
54227,2,12,1982
36487,1,10,1984
98384,2,11,1983
52814,1,7,1987
35755,2,8,1981
37891,2,12,1983
78720,1,8,1986
26172,1,5,1978
14907,2,5,1982
84036,1,5,1983
38482,1,11,1984
31286,1,6,1986
42859,2,3,1990
57662,1,10,1990
64737,2,5,1995
84849,1,7,1983
89294,2,5,1986
32064,1,10,1988
54384,1,3,1988
26263,1,1,1990
27251,2,7,1993
73607,2,8,1985
65906,1,3,1988
89430,1,8,1990
30434,1,12,1992
74642,2,12,1979
42720,2,9,1986
55818,2,9,1986
82646,2,11,1986
74430,1,6,1993
36107,2,10,1976
33303,1,2,1980
55348,2,6,1984
19496,2,5,1993
37359,2,3,1995
10538,2,5,1998
37924,1,5,1989
28217,2,12,1993
35824,2,6,1990
66708,1,12,1992
89693,1,10,1992
57724,2,3,2002
76129,1,2,1978
42266,2,3,1981
90154,1,5,1979
41084,1,2,1987
33672,2,9,1986
78710,1,4,1990
53750,1,5,1985
99711,1,12,1986
72908,2,5,1994
56637,2,7,1990
26821,2,11,1993
91144,1,4,1974
97745,1,7,1977
62540,2,10,1978
78814,1,5,1981
88741,1,3,1982
48092,1,6,1986
40471,1,9,1989
90072,1,11,1992
59865,2,3,1995
14070,1,1,1983
43745,1,1,1983
93803,1,7,1991
87839,2,7,1991
84055,2,11,1990
62268,2,5,1995
11086,2,4,1990
74268,2,2,1993
85794,2,7,1995
81957,1,2,1980
89045,2,3,1983
12450,1,1,1999
11431,1,11,1977
92650,2,8,1984
77445,2,9,1986
76199,2,5,1974
58271,1,4,1990
42151,2,1,1991
54635,2,10,1993
51613,1,10,1980
23231,2,10,1982
60405,2,11,1995
72007,2,7,1997
39777,1,5,1985
79311,1,6,1988
20016,2,12,1977
88745,2,11,1984
86309,2,9,1989
83316,1,8,1993
30268,1,5,2004
18608,2,5,2004
23810,1,11,1977
27466,2,11,1986
41805,1,4,1989
36658,1,5,2000
35634,1,4,1984
21493,1,5,1985
90981,2,5,1987
19020,2,12,1990
28720,2,10,1976
89844,2,3,1980
81942,1,12,1987
76388,2,4,1975
35499,2,11,1977
21259,2,10,1979
26470,1,2,1981
32153,1,10,1975
90600,1,9,1979
57927,1,8,1981
20631,2,4,1991
45806,2,5,1980
78286,1,9,1995
69657,2,7,1985
84955,2,6,1992
27870,2,6,1981
75731,1,12,1983
79466,2,1,1987
56018,1,12,1992
15007,1,10,1980
42240,1,7,1983
90341,1,5,1977
99408,1,4,1984
12001,2,5,1977
51197,1,5,1982
13168,1,5,1982
25439,2,7,1990
78055,2,4,2001
59797,1,3,1980
22418,1,1,1983
52278,1,7,1977
21251,2,2,1977
12725,1,2,1986
95816,1,12,1987
45786,1,12,1993
94205,1,3,1990
21496,1,2,1988
12561,1,11,1990
39067,2,2,1978
92043,1,8,1990
23109,2,4,1983
64880,2,10,1986
95672,1,8,1983
64719,1,9,1985
33395,2,3,1980
34934,1,11,1982
69479,2,1,1984
70656,2,8,1985
34965,2,10,1987
27040,2,11,1983
13378,2,8,1985
60601,1,7,1990
73929,1,8,1996
99723,2,9,1985
60279,1,12,1987
38470,1,2,1989
21491,1,1,1990
90745,2,9,1991
20452,1,5,1993
36628,1,7,1977
